Pos	Unmodified_read	Modified_read	Coverage	Methylation_frequency
3508922	5	3	8	0.375
3508950	6	2	8	0.25
3508953	7	1	8	0.125
3508956	5	3	8	0.375
3508973	8	0	8	0.0
3508996	6	2	8	0.25
3509027	7	1	8	0.125
3509045	2	6	8	0.75
3509072	8	0	8	0.0
3509081	7	1	8	0.125
3509123	4	4	8	0.5
3509126	2	6	8	0.75
3509144	7	1	8	0.125
3509156	8	0	8	0.0
3509168	5	2	7	0.2857142857142857
3509176	6	1	7	0.14285714285714285
3509178	5	2	7	0.2857142857142857
3509181	6	1	7	0.14285714285714285
3509200	5	2	7	0.2857142857142857
3509219	2	5	7	0.7142857142857143
3509225	3	4	7	0.5714285714285714
3509233	4	3	7	0.42857142857142855
3509243	3	4	7	0.5714285714285714
3509272	5	2	7	0.2857142857142857
3509276	5	2	7	0.2857142857142857
3509293	5	2	7	0.2857142857142857
3509297	4	3	7	0.42857142857142855
3509302	4	3	7	0.42857142857142855
3509318	3	4	7	0.5714285714285714
3509321	2	5	7	0.7142857142857143
3509348	5	2	7	0.2857142857142857
3509376	1	5	6	0.8333333333333334
3509381	2	4	6	0.6666666666666666
3509390	1	5	6	0.8333333333333334
3509397	2	4	6	0.6666666666666666
3509403	4	2	6	0.3333333333333333
3509435	1	5	6	0.8333333333333334
3509440	1	5	6	0.8333333333333334
3509443	2	4	6	0.6666666666666666
3509462	4	1	5	0.2
3509485	5	0	5	0.0
3509498	3	2	5	0.4
3509500	2	3	5	0.6
3509512	2	3	5	0.6
3509517	2	3	5	0.6
3509520	5	0	5	0.0
3509526	4	1	5	0.2
3509530	2	3	5	0.6
3509532	4	1	5	0.2
3509567	4	1	5	0.2
3509594	5	0	5	0.0
3509606	3	2	5	0.4
3509616	5	0	5	0.0
3509627	4	1	5	0.2
3509634	4	1	5	0.2
3509648	5	0	5	0.0
3509664	3	2	5	0.4
3509673	4	1	5	0.2
3509691	3	2	5	0.4
3509724	3	1	4	0.25
3509730	3	1	4	0.25
3509739	2	2	4	0.5
3509743	2	2	4	0.5
3509751	2	2	4	0.5
3509774	3	1	4	0.25
3509806	3	1	4	0.25
3509808	2	2	4	0.5
3509816	3	1	4	0.25
3509847	3	0	3	0.0
3509851	2	1	3	0.3333333333333333
3509854	3	0	3	0.0
3509861	2	1	3	0.3333333333333333
3509866	3	0	3	0.0
3509871	3	0	3	0.0
3509881	2	1	3	0.3333333333333333
3509899	2	1	3	0.3333333333333333
3509904	2	1	3	0.3333333333333333
3509921	3	0	3	0.0
3509925	2	1	3	0.3333333333333333
3509954	3	0	3	0.0
3509962	3	0	3	0.0
3509972	3	0	3	0.0
3509986	3	0	3	0.0
3510044	3	0	3	0.0
3510056	3	0	3	0.0
3510065	2	1	3	0.3333333333333333
3510075	2	1	3	0.3333333333333333
3510078	3	0	3	0.0
3510088	3	0	3	0.0
3510091	3	0	3	0.0
3510094	1	2	3	0.6666666666666666
3510109	3	0	3	0.0
3510114	2	1	3	0.3333333333333333
3510149	1	2	3	0.6666666666666666
3510151	3	0	3	0.0
3510156	1	2	3	0.6666666666666666
3510169	1	2	3	0.6666666666666666
3510185	2	1	3	0.3333333333333333
3510197	2	1	3	0.3333333333333333
3510203	1	2	3	0.6666666666666666
3510211	2	1	3	0.3333333333333333
3510217	1	2	3	0.6666666666666666
3510239	1	2	3	0.6666666666666666
3510254	2	1	3	0.3333333333333333
3510269	1	2	3	0.6666666666666666
3510278	2	1	3	0.3333333333333333
3510280	2	1	3	0.3333333333333333
3510324	3	0	3	0.0
3510338	3	0	3	0.0
3510350	2	1	3	0.3333333333333333
3510356	1	2	3	0.6666666666666666
3510370	3	0	3	0.0
3510412	3	0	3	0.0
3510445	3	0	3	0.0
3510448	3	0	3	0.0
3510458	3	0	3	0.0
3510481	3	0	3	0.0
3510494	3	0	3	0.0
3510511	1	2	3	0.6666666666666666
3510546	3	0	3	0.0
3510550	3	0	3	0.0
3510560	3	0	3	0.0
3510563	3	0	3	0.0
3510566	3	0	3	0.0
3510579	3	0	3	0.0
3510581	3	0	3	0.0
3510589	2	1	3	0.3333333333333333
3510601	3	0	3	0.0
3510610	2	1	3	0.3333333333333333
3510613	2	1	3	0.3333333333333333
3510628	3	0	3	0.0
3510631	3	0	3	0.0
3510677	3	0	3	0.0
3510694	3	0	3	0.0
3510696	3	0	3	0.0
3510699	1	2	3	0.6666666666666666
3510708	1	2	3	0.6666666666666666
3510710	2	1	3	0.3333333333333333
3510728	2	1	3	0.3333333333333333
3510739	2	1	3	0.3333333333333333
3510767	3	0	3	0.0
3510776	3	0	3	0.0
3510783	3	0	3	0.0
3510820	3	0	3	0.0
3510828	2	1	3	0.3333333333333333
3510830	3	0	3	0.0
3510833	2	1	3	0.3333333333333333
3510846	1	2	3	0.6666666666666666
3510853	3	0	3	0.0
3510874	2	1	3	0.3333333333333333
3510877	3	0	3	0.0
3510893	3	0	3	0.0
3510898	3	0	3	0.0
3510931	2	1	3	0.3333333333333333
3510941	2	1	3	0.3333333333333333
3510944	1	2	3	0.6666666666666666
3510954	2	1	3	0.3333333333333333
3510987	3	0	3	0.0
3511038	1	2	3	0.6666666666666666
3511041	2	1	3	0.3333333333333333
3511052	3	0	3	0.0
3511071	3	0	3	0.0
3511126	3	0	3	0.0
3511143	3	0	3	0.0
3511179	3	0	3	0.0
3511201	1	2	3	0.6666666666666666
3511221	3	0	3	0.0
3511231	3	0	3	0.0
3511250	3	0	3	0.0
3511253	2	1	3	0.3333333333333333
3511259	2	1	3	0.3333333333333333
3511273	1	2	3	0.6666666666666666
3511288	2	1	3	0.3333333333333333
3511294	3	0	3	0.0
3511310	1	2	3	0.6666666666666666
3511315	2	1	3	0.3333333333333333
3511341	2	1	3	0.3333333333333333
3511347	3	0	3	0.0
3511386	2	1	3	0.3333333333333333
3511395	1	2	3	0.6666666666666666
3511436	3	0	3	0.0
3511448	3	0	3	0.0
3511473	3	0	3	0.0
3511486	3	0	3	0.0
3511495	2	1	3	0.3333333333333333
3511510	1	2	3	0.6666666666666666
3511515	3	0	3	0.0
3511543	2	1	3	0.3333333333333333
3511548	2	1	3	0.3333333333333333
3511550	2	1	3	0.3333333333333333
3511561	3	0	3	0.0
3511567	2	1	3	0.3333333333333333
3511584	3	0	3	0.0
3511586	3	0	3	0.0
3511591	2	1	3	0.3333333333333333
3511601	1	2	3	0.6666666666666666
3511604	2	1	3	0.3333333333333333
3511607	3	0	3	0.0
3511633	3	0	3	0.0
3511640	3	0	3	0.0
3511648	3	0	3	0.0
3511661	1	2	3	0.6666666666666666
3511666	1	2	3	0.6666666666666666
3511672	3	0	3	0.0
3511686	3	0	3	0.0
3511699	3	0	3	0.0
3511714	1	2	3	0.6666666666666666
3511719	1	2	3	0.6666666666666666
3511735	2	1	3	0.3333333333333333
3511750	1	2	3	0.6666666666666666
3511769	1	2	3	0.6666666666666666
3511772	2	1	3	0.3333333333333333
3511776	3	0	3	0.0
3511792	3	0	3	0.0
3511794	3	0	3	0.0
3511801	3	0	3	0.0
3511807	3	0	3	0.0
3511813	2	1	3	0.3333333333333333
3511821	3	0	3	0.0
3511840	2	1	3	0.3333333333333333
3511846	2	1	3	0.3333333333333333
3511856	1	2	3	0.6666666666666666
3511871	3	0	3	0.0
3511873	2	1	3	0.3333333333333333
3511892	2	1	3	0.3333333333333333
3511907	2	1	3	0.3333333333333333
3511910	3	0	3	0.0
3511917	3	0	3	0.0
3511919	3	0	3	0.0
3511928	3	0	3	0.0
3511942	3	0	3	0.0
3511963	3	0	3	0.0
3511965	3	0	3	0.0
3511973	3	0	3	0.0
3511975	3	0	3	0.0
3511980	3	0	3	0.0
3512029	3	0	3	0.0
3512033	3	0	3	0.0
3512044	1	2	3	0.6666666666666666
3512052	1	1	2	0.5
3512083	2	0	2	0.0
3512128	2	0	2	0.0
3512148	1	1	2	0.5
3512154	1	1	2	0.5
3512157	2	0	2	0.0
3512166	1	1	2	0.5
3512171	2	0	2	0.0
3512176	1	1	2	0.5
3512189	2	0	2	0.0
3512198	2	0	2	0.0
3512200	1	1	2	0.5
3512207	2	0	2	0.0
3512218	2	0	2	0.0
3512226	2	0	2	0.0
3512262	2	0	2	0.0
3512269	2	0	2	0.0
3512292	1	1	2	0.5
3512300	1	1	2	0.5
3512303	2	0	2	0.0
3512311	2	0	2	0.0
3512314	1	1	2	0.5
3512333	1	1	2	0.5
3512337	1	1	2	0.5
3512398	1	1	2	0.5
3512406	2	0	2	0.0
3512419	2	0	2	0.0
3512422	2	0	2	0.0
3512442	2	0	2	0.0
3512471	2	0	2	0.0
3512481	2	0	2	0.0
3512519	1	1	2	0.5
3512573	2	0	2	0.0
3512582	1	1	2	0.5
3512588	1	1	2	0.5
3512591	1	1	2	0.5
3512611	1	1	2	0.5
3512637	1	1	2	0.5
3512643	2	0	2	0.0
3512658	2	0	2	0.0
3512663	1	1	2	0.5
3512670	2	0	2	0.0
3512679	1	1	2	0.5
3512683	2	0	2	0.0
3512690	1	1	2	0.5
3512694	2	0	2	0.0
3512696	1	1	2	0.5
3512709	2	0	2	0.0
3512711	2	0	2	0.0
3512747	1	1	2	0.5
3512752	1	1	2	0.5
3512758	2	0	2	0.0
3512767	1	1	2	0.5
3512792	1	1	2	0.5
3512798	1	1	2	0.5
3512843	2	0	2	0.0
3512877	2	0	2	0.0
3512883	2	0	2	0.0
3512912	2	0	2	0.0
3512916	1	1	2	0.5
3512933	1	1	2	0.5
3512938	1	1	2	0.5
3512946	1	1	2	0.5
3512949	2	0	2	0.0
3512954	2	0	2	0.0
3512970	2	0	2	0.0
3512974	2	0	2	0.0
3512994	1	1	2	0.5
3513000	2	0	2	0.0
3513023	1	1	2	0.5
3513038	2	0	2	0.0
3513063	2	0	2	0.0
3513075	1	1	2	0.5
3513083	2	0	2	0.0
3513085	1	1	2	0.5
3513087	2	0	2	0.0
3513089	2	0	2	0.0
3513099	2	0	2	0.0
3513108	2	0	2	0.0
3513114	2	0	2	0.0
3513131	2	0	2	0.0
3513141	1	1	2	0.5
3513143	1	1	2	0.5
3513151	1	1	2	0.5
3513164	2	0	2	0.0
3513166	2	0	2	0.0
3513176	1	1	2	0.5
3513204	1	1	2	0.5
3513237	2	0	2	0.0
3513252	2	0	2	0.0
3513272	2	0	2	0.0
3513284	1	1	2	0.5
3513292	1	1	2	0.5
3513294	2	0	2	0.0
3513315	1	0	1	0.0
3513322	1	0	1	0.0
3513335	1	0	1	0.0
3513386	1	0	1	0.0
3513422	1	0	1	0.0
3513450	1	0	1	0.0
3513459	1	0	1	0.0
3513462	1	0	1	0.0
3513469	1	0	1	0.0
3513490	1	0	1	0.0
3513501	1	0	1	0.0
3513503	1	0	1	0.0
3513515	1	0	1	0.0
3513562	1	0	1	0.0
3513567	1	0	1	0.0
3513643	1	0	1	0.0
3513664	1	0	1	0.0
3513678	1	0	1	0.0
3513729	1	0	1	0.0
3513738	1	0	1	0.0
3513741	1	0	1	0.0
3513784	1	0	1	0.0
3513793	1	0	1	0.0
3513809	1	0	1	0.0
3513816	1	0	1	0.0
3513819	1	0	1	0.0
3513854	1	0	1	0.0
3513874	1	0	1	0.0
3513880	1	0	1	0.0
3513886	1	0	1	0.0
3513924	1	0	1	0.0
3513939	1	0	1	0.0
3513961	1	0	1	0.0
3513964	1	0	1	0.0
3513966	1	0	1	0.0
3513969	1	0	1	0.0
3513973	1	0	1	0.0
3514003	1	0	1	0.0
3514024	1	0	1	0.0
3514044	1	0	1	0.0
3514048	1	0	1	0.0
3514060	1	0	1	0.0
3514071	1	0	1	0.0
3514080	1	0	1	0.0
3514091	1	0	1	0.0
3514095	1	0	1	0.0
3514106	1	0	1	0.0
3514132	1	0	1	0.0
3514140	1	0	1	0.0
3514149	1	0	1	0.0
3514172	1	0	1	0.0
3514180	1	0	1	0.0
3514184	1	0	1	0.0
3514193	1	0	1	0.0
3514195	1	0	1	0.0
3514209	1	0	1	0.0
3514211	1	0	1	0.0
3514230	1	0	1	0.0
3514233	1	0	1	0.0
3514254	1	0	1	0.0
3514256	1	0	1	0.0
3514269	1	0	1	0.0
3514272	1	0	1	0.0
3514285	1	0	1	0.0
3514294	1	0	1	0.0
3514306	1	0	1	0.0
3514359	1	0	1	0.0
3514362	1	0	1	0.0
3514365	1	0	1	0.0
3514367	1	0	1	0.0
3514413	1	0	1	0.0
3514460	1	0	1	0.0
3514465	1	0	1	0.0
3514468	1	0	1	0.0
3514471	1	0	1	0.0
3514487	1	0	1	0.0
3514490	1	0	1	0.0
3514501	1	0	1	0.0
3514522	1	0	1	0.0
3514528	1	0	1	0.0
3514542	1	0	1	0.0
3514569	1	0	1	0.0
3514572	1	0	1	0.0
3514575	1	0	1	0.0
3514582	1	0	1	0.0
3514621	1	0	1	0.0
3514624	1	0	1	0.0
3514700	1	0	1	0.0
3514703	1	0	1	0.0
3514721	1	0	1	0.0
3514754	1	0	1	0.0
3514771	1	0	1	0.0
3514810	1	0	1	0.0
3514816	1	0	1	0.0
3514840	1	0	1	0.0
3514864	1	0	1	0.0
3514890	1	0	1	0.0
3514919	1	0	1	0.0
3514951	1	0	1	0.0
3514963	1	0	1	0.0
3514972	1	0	1	0.0
3514993	1	0	1	0.0
3515010	1	0	1	0.0
3515024	1	0	1	0.0
3515061	1	0	1	0.0
3515086	1	0	1	0.0
3515088	1	0	1	0.0
3515097	1	0	1	0.0
3515127	1	0	1	0.0
3515141	1	0	1	0.0
3515148	1	0	1	0.0
3515151	1	0	1	0.0
3515171	1	0	1	0.0
3515196	1	0	1	0.0
3515213	1	0	1	0.0
3515215	1	0	1	0.0
3515224	1	0	1	0.0
3515258	1	0	1	0.0
3515277	1	0	1	0.0
3515284	1	0	1	0.0
3515293	1	0	1	0.0
3515308	1	0	1	0.0
3515343	1	0	1	0.0
3515356	1	0	1	0.0
3515382	1	0	1	0.0
3515385	1	0	1	0.0
3515400	1	0	1	0.0
3515402	1	0	1	0.0
3515404	1	0	1	0.0
3515415	1	0	1	0.0
3515418	1	0	1	0.0
3515460	1	0	1	0.0
3515482	1	0	1	0.0
3515504	1	0	1	0.0
3515517	1	0	1	0.0
3515529	1	0	1	0.0
3515531	1	0	1	0.0
3515543	1	0	1	0.0
3515553	1	0	1	0.0
3515590	1	0	1	0.0
3515594	1	0	1	0.0
3515597	1	0	1	0.0
3515602	1	0	1	0.0
3515628	1	0	1	0.0
3515630	1	0	1	0.0
3515649	1	0	1	0.0
3515664	1	0	1	0.0
3499494	0	1	1	1.0
3499673	0	1	1	1.0
3499712	0	1	1	1.0
3499966	0	1	1	1.0
3499981	0	1	1	1.0
3500025	0	2	2	1.0
3500065	0	2	2	1.0
3500209	0	3	3	1.0
3500214	0	3	3	1.0
3500235	0	3	3	1.0
3500241	0	3	3	1.0
3500356	0	3	3	1.0
3500361	0	3	3	1.0
3500536	0	3	3	1.0
3501243	0	5	5	1.0
3501469	0	5	5	1.0
3510232	0	3	3	1.0
3510311	0	3	3	1.0
3510514	0	3	3	1.0
3510928	0	3	3	1.0
3511988	0	3	3	1.0
3512340	0	2	2	1.0
3512524	0	2	2	1.0
3512597	0	2	2	1.0
3512957	0	2	2	1.0
3513017	0	2	2	1.0
3513031	0	2	2	1.0
3513332	0	1	1	1.0
3513381	0	1	1	1.0
3513494	0	1	1	1.0
3513611	0	1	1	1.0
3513623	0	1	1	1.0
3513657	0	1	1	1.0
3513753	0	1	1	1.0
3513954	0	1	1	1.0
3513976	0	1	1	1.0
3513979	0	1	1	1.0
3514026	0	1	1	1.0
3514033	0	1	1	1.0
3514038	0	1	1	1.0
3514115	0	1	1	1.0
3514153	0	1	1	1.0
3514332	0	1	1	1.0
3514339	0	1	1	1.0
3514450	0	1	1	1.0
3514481	0	1	1	1.0
3514483	0	1	1	1.0
3514495	0	1	1	1.0
3514561	0	1	1	1.0
3514564	0	1	1	1.0
3514584	0	1	1	1.0
3514639	0	1	1	1.0
3514675	0	1	1	1.0
3514758	0	1	1	1.0
3514833	0	1	1	1.0
3514837	0	1	1	1.0
3514861	0	1	1	1.0
3514873	0	1	1	1.0
3515168	0	1	1	1.0
3515181	0	1	1	1.0
3515198	0	1	1	1.0
3515229	0	1	1	1.0
3515274	0	1	1	1.0
3515329	0	1	1	1.0
3515332	0	1	1	1.0
3515347	0	1	1	1.0
3515368	0	1	1	1.0
3515373	0	1	1	1.0
3515449	0	1	1	1.0
3515508	0	1	1	1.0
3515512	0	1	1	1.0
3515562	0	1	1	1.0
3515567	0	1	1	1.0
3515652	0	1	1	1.0
