Chr	Pos	Methyl_freq	Cov
NC_000913.3	3505961	0.9525	44
NC_000913.3	3505979	0.911	44
NC_000913.3	3505991	0.7545	44
NC_000913.3	3506012	0.7725	44
NC_000913.3	3506038	0.8135	44
NC_000913.3	3506043	0.788	44
NC_000913.3	3506082	0.909	44
NC_000913.3	3506100	0.733	44
NC_000913.3	3506104	0.7765	44
NC_000913.3	3506110	0.8635	44
NC_000913.3	3506125	0.7535	43
NC_000913.3	3506129	0.738	43
NC_000913.3	3506142	0.5575	43
NC_000913.3	3506164	0.8815	43
NC_000913.3	3506166	0.9065	43
NC_000913.3	3506178	0.6205	43
NC_000913.3	3506188	0.813	43
NC_000913.3	3506205	0.935	43
NC_000913.3	3506212	0.888	43
NC_000913.3	3506217	0.8665	43
NC_000913.3	3506227	0.6695	43
NC_000913.3	3506253	0.788	43
NC_000913.3	3506258	0.835	43
NC_000913.3	3506269	0.8785	43
NC_000913.3	3506272	0.8315	43
NC_000913.3	3506279	0.9	43
NC_000913.3	3506284	0.93	42
NC_000913.3	3506287	0.93	42
NC_000913.3	3506294	0.848	42
NC_000913.3	3506310	0.9785	42
NC_000913.3	3506314	0.9565	42
NC_000913.3	3506318	0.93	42
NC_000913.3	3506335	0.7825	42
NC_000913.3	3506338	0.826	42
NC_000913.3	3506352	0.9785	42
NC_000913.3	3506362	0.738	42
NC_000913.3	3506374	0.9475	42
NC_000913.3	3506380	0.93	42
NC_000913.3	3506383	0.93	42
NC_000913.3	3506398	0.825	42
NC_000913.3	3506419	0.7815	42
NC_000913.3	3506437	0.4595	42
NC_000913.3	3506446	0.8125	42
NC_000913.3	3506448	0.8125	42
NC_000913.3	3506464	0.8915	42
NC_000913.3	3506481	0.7035	42
NC_000913.3	3506483	0.7955	42
NC_000913.3	3506503	0.8695	42
NC_000913.3	3506518	0.761	42
NC_000913.3	3506524	0.826	42
NC_000913.3	3506533	0.8985	41
NC_000913.3	3506536	0.925	41
NC_000913.3	3506541	0.9055	41
NC_000913.3	3506547	0.9545	41
NC_000913.3	3506575	0.846	41
NC_000913.3	3506613	0.8585	40
NC_000913.3	3506616	0.909	40
NC_000913.3	3506634	0.7625	40
NC_000913.3	3506640	0.831	40
NC_000913.3	3506666	0.821	40
NC_000913.3	3506671	0.8255	40
NC_000913.3	3506675	0.909	40
NC_000913.3	3506689	0.9265	40
NC_000913.3	3506697	0.6745	40
NC_000913.3	3506723	0.9545	40
NC_000913.3	3506729	0.8385	40
NC_000913.3	3506736	0.7275	40
NC_000913.3	3506746	0.9775	40
NC_000913.3	3506748	1	40
NC_000913.3	3506784	0.9775	40
NC_000913.3	3506816	0.808	40
NC_000913.3	3506820	0.808	40
NC_000913.3	3506831	0.6415	40
NC_000913.3	3506850	0.909	40
NC_000913.3	3506853	0.9775	40
NC_000913.3	3506856	0.9545	40
NC_000913.3	3506893	0.6945	40
NC_000913.3	3506902	0.8535	40
NC_000913.3	3506929	0.909	40
NC_000913.3	3506932	0.904	40
NC_000913.3	3506968	0.793	40
NC_000913.3	3506974	0.7755	40
NC_000913.3	3506976	0.803	40
NC_000913.3	3507021	0.8585	40
NC_000913.3	3507033	0.798	40
NC_000913.3	3507046	0.844	39
NC_000913.3	3507064	0.86	39
NC_000913.3	3507072	0.9775	39
NC_000913.3	3507075	0.9775	39
NC_000913.3	3507084	0.8955	39
NC_000913.3	3507108	0.8275	39
NC_000913.3	3507120	0.3915	39
NC_000913.3	3507148	0.7915	39
NC_000913.3	3507180	0.9025	39
NC_000913.3	3507190	0.841	39
NC_000913.3	3507195	0.925	39
NC_000913.3	3507197	0.9775	39
NC_000913.3	3507200	0.948	39
NC_000913.3	3507226	0.8275	39
NC_000913.3	3507235	0.7645	39
NC_000913.3	3507239	0.837	39
NC_000913.3	3507246	0.873	39
NC_000913.3	3507262	0.923	38
NC_000913.3	3507265	0.923	38
NC_000913.3	3507269	0.9285	38
NC_000913.3	3507274	0.941	38
NC_000913.3	3507283	1	37
NC_000913.3	3507295	0.587	37
NC_000913.3	3507304	0.887	37
NC_000913.3	3507312	0.8205	37
NC_000913.3	3507340	0.538	37
NC_000913.3	3507372	0.656	35
NC_000913.3	3507378	0.8125	35
NC_000913.3	3507380	0.8125	35
NC_000913.3	3507386	0.8585	35
NC_000913.3	3507389	0.9165	35
NC_000913.3	3507398	0.4625	35
NC_000913.3	3507411	0.7545	35
NC_000913.3	3507428	0.9425	35
NC_000913.3	3507440	0.9735	35
NC_000913.3	3507449	0.972	34
NC_000913.3	3507456	1	34
NC_000913.3	3507507	0.972	34
NC_000913.3	3507509	0.972	34
NC_000913.3	3507519	0.969	34
NC_000913.3	3507528	0.8025	34
NC_000913.3	3507530	0.972	34
NC_000913.3	3507534	0.969	34
NC_000913.3	3507539	0.878	34
NC_000913.3	3507549	0.9445	34
NC_000913.3	3507551	0.9445	34
NC_000913.3	3507554	0.972	34
NC_000913.3	3507575	0.372	34
NC_000913.3	3507594	0.972	34
NC_000913.3	3507605	0.8505	34
NC_000913.3	3507639	0.9445	34
NC_000913.3	3507642	0.972	34
NC_000913.3	3507670	0.753	34
NC_000913.3	3507686	0.8455	33
NC_000913.3	3507740	0.7185	32
NC_000913.3	3507759	1	32
NC_000913.3	3507782	0.906	32
NC_000913.3	3507790	0.7375	31
NC_000913.3	3507831	0.737	30
NC_000913.3	3507851	0.844	30
NC_000913.3	3507854	0.875	30
NC_000913.3	3507856	0.875	30
NC_000913.3	3507868	0.9285	30
NC_000913.3	3507879	1	30
NC_000913.3	3507881	1	30
NC_000913.3	3507896	0.9285	30
NC_000913.3	3507900	0.9285	30
NC_000913.3	3507902	0.9335	30
NC_000913.3	3507907	0.8395	30
NC_000913.3	3507919	0.781	30
NC_000913.3	3507926	0.844	30
NC_000913.3	3507933	0.9665	29
NC_000913.3	3507937	0.9	29
NC_000913.3	3507957	0.929	28
NC_000913.3	3507966	0.8575	28
NC_000913.3	3507975	1	28
NC_000913.3	3507979	0.9645	28
NC_000913.3	3507981	0.9645	28
NC_000913.3	3507984	1	28
NC_000913.3	3507990	1	28
NC_000913.3	3508011	0.929	28
NC_000913.3	3508029	0.9285	27
NC_000913.3	3508041	0.926	27
NC_000913.3	3508047	0.6645	27
NC_000913.3	3508049	0.662	27
NC_000913.3	3508051	0.813	27
NC_000913.3	3508065	0.593	27
NC_000913.3	3508081	0.893	27
NC_000913.3	3508102	0.7005	27
NC_000913.3	3508111	0.8845	26
NC_000913.3	3508114	0.846	26
NC_000913.3	3508120	0.769	26
NC_000913.3	3508129	0.846	26
NC_000913.3	3508133	1	26
NC_000913.3	3508137	0.731	26
NC_000913.3	3508150	0.8845	26
NC_000913.3	3508156	0.846	26
NC_000913.3	3508161	0.9615	26
NC_000913.3	3508186	0.8075	26
NC_000913.3	3508189	0.8075	26
NC_000913.3	3508203	0.8075	26
NC_000913.3	3508212	0.846	26
NC_000913.3	3508219	0.9615	26
NC_000913.3	3508221	0.9615	26
NC_000913.3	3508230	0.577	26
NC_000913.3	3508243	0.3075	26
NC_000913.3	3508251	1	26
NC_000913.3	3508272	0.9615	26
NC_000913.3	3508285	0.846	26
NC_000913.3	3508299	0.692	26
NC_000913.3	3508304	0.692	26
NC_000913.3	3508309	0.8075	26
NC_000913.3	3508321	0.423	26
NC_000913.3	3508330	0.769	26
NC_000913.3	3508332	0.8075	26
NC_000913.3	3508347	0.5385	26
NC_000913.3	3508362	0.231	26
NC_000913.3	3508372	0.8075	26
NC_000913.3	3508377	0.846	26
NC_000913.3	3508379	0.923	26
NC_000913.3	3508402	0.769	26
NC_000913.3	3508409	0.8075	26
NC_000913.3	3508421	0.8845	26
NC_000913.3	3508445	1	26
NC_000913.3	3508449	0.9615	26
NC_000913.3	3508454	0.846	26
NC_000913.3	3508467	0.923	26
NC_000913.3	3508489	0.769	26
NC_000913.3	3508505	0.9615	26
NC_000913.3	3508515	0.5	26
NC_000913.3	3508530	0.577	26
NC_000913.3	3508560	0.9615	26
NC_000913.3	3508573	0.8845	26
NC_000913.3	3508576	0.843	25
NC_000913.3	3508609	0.346	25
NC_000913.3	3508630	0.9615	25
NC_000913.3	3508644	0.9165	25
NC_000913.3	3508650	0.795	25
NC_000913.3	3508652	0.641	25
NC_000913.3	3508654	0.641	25
NC_000913.3	3508670	0.606	25
NC_000913.3	3508692	0.798	25
NC_000913.3	3508699	0.801	25
NC_000913.3	3508706	0.843	25
NC_000913.3	3508713	1	25
NC_000913.3	3508718	1	25
NC_000913.3	3508757	0.843	25
NC_000913.3	3508759	0.8395	25
NC_000913.3	3508785	0.75	25
NC_000913.3	3508790	0.875	25
NC_000913.3	3508796	0.878	25
NC_000913.3	3508803	0.8365	25
NC_000913.3	3508811	0.843	25
NC_000913.3	3508836	0.9585	25
NC_000913.3	3508849	0.484	25
NC_000913.3	3508861	0.843	25
NC_000913.3	3508868	0.766	25
NC_000913.3	3508879	0.8395	25
NC_000913.3	3508883	1	24
NC_000913.3	3508891	0.8775	24
NC_000913.3	3508895	0.923	24
NC_000913.3	3508898	0.923	24
NC_000913.3	3508916	1	24
NC_000913.3	3508922	0.9545	24
NC_000913.3	3508950	0.818	24
NC_000913.3	3508953	0.818	24
NC_000913.3	3508956	0.8635	24
NC_000913.3	3508973	0.3675	24
NC_000913.3	3508996	0.8635	24
NC_000913.3	3509027	0.8255	23
NC_000913.3	3509045	0.9545	23
NC_000913.3	3509072	0.6475	23
NC_000913.3	3509081	0.8675	23
NC_000913.3	3509123	0.9585	23
NC_000913.3	3509126	0.9585	23
NC_000913.3	3509144	0.572	23
NC_000913.3	3509156	0.553	23
NC_000913.3	3509168	0.818	22
NC_000913.3	3509176	0.8635	22
NC_000913.3	3509178	0.8635	22
NC_000913.3	3509181	0.909	22
NC_000913.3	3509200	0.8635	22
NC_000913.3	3509219	0.909	22
NC_000913.3	3509225	0.909	22
NC_000913.3	3509233	0.818	22
NC_000913.3	3509243	1	22
NC_000913.3	3509272	1	22
NC_000913.3	3509276	0.909	22
NC_000913.3	3509293	0.818	22
NC_000913.3	3509297	0.8635	22
NC_000913.3	3509302	0.9545	22
NC_000913.3	3509318	0.909	22
NC_000913.3	3509321	0.909	22
NC_000913.3	3509348	0.8635	22
NC_000913.3	3509376	0.909	22
NC_000913.3	3509381	0.9545	22
NC_000913.3	3509390	0.85	21
NC_000913.3	3509397	0.75	21
NC_000913.3	3509403	0.9	21
NC_000913.3	3509435	0.95	21
NC_000913.3	3509440	1	21
NC_000913.3	3509443	1	21
NC_000913.3	3509462	0.55	20
NC_000913.3	3509485	0.85	20
NC_000913.3	3509498	1	20
NC_000913.3	3509500	1	20
NC_000913.3	3509512	0.85	20
NC_000913.3	3509517	0.8	20
NC_000913.3	3509520	0.75	20
NC_000913.3	3509526	0.7	20
NC_000913.3	3509530	0.8	20
NC_000913.3	3509532	0.8	20
NC_000913.3	3509567	0.75	20
NC_000913.3	3509594	0.8	20
NC_000913.3	3509606	0.9	20
NC_000913.3	3509616	0.95	20
NC_000913.3	3509627	0.95	20
NC_000913.3	3509634	1	20
NC_000913.3	3509648	1	20
NC_000913.3	3509664	0.85	19
NC_000913.3	3509673	0.6665	19
NC_000913.3	3509691	0.9	19
NC_000913.3	3509724	0.95	18
NC_000913.3	3509730	0.8875	18
NC_000913.3	3509739	0.7625	18
NC_000913.3	3509743	0.8125	18
NC_000913.3	3509751	0.8875	18
NC_000913.3	3509774	0.7625	18
NC_000913.3	3509806	0.8375	18
NC_000913.3	3509808	0.8875	18
NC_000913.3	3509816	0.8	18
NC_000913.3	3509847	1	17
NC_000913.3	3509851	0.95	17
NC_000913.3	3509854	1	17
NC_000913.3	3509861	0.9	17
NC_000913.3	3509866	0.9	17
NC_000913.3	3509871	0.95	17
NC_000913.3	3509881	0.4	17
NC_000913.3	3509899	0.7355	17
NC_000913.3	3509904	0.643	17
NC_000913.3	3509921	0.7785	17
NC_000913.3	3509925	0.7285	17
NC_000913.3	3509954	0.593	17
NC_000913.3	3509962	0.593	17
NC_000913.3	3509972	0.757	17
NC_000913.3	3509986	0.95	17
NC_000913.3	3510044	0.6855	17
NC_000913.3	3510056	0.7355	17
NC_000913.3	3510065	0.857	17
NC_000913.3	3510075	0.9	17
NC_000913.3	3510078	0.9	17
NC_000913.3	3510088	0.7855	17
NC_000913.3	3510091	0.7145	17
NC_000913.3	3510094	0.7855	17
NC_000913.3	3510109	0.643	17
NC_000913.3	3510114	0.5715	17
NC_000913.3	3510149	1	16
NC_000913.3	3510151	1	16
NC_000913.3	3510156	1	16
NC_000913.3	3510169	1	15
NC_000913.3	3510185	0.7	14
NC_000913.3	3510197	0.8	14
NC_000913.3	3510203	0.9	14
NC_000913.3	3510211	0.6	14
NC_000913.3	3510217	0.7	14
NC_000913.3	3510232	0.7	14
NC_000913.3	3510239	0.689	14
NC_000913.3	3510254	1	14
NC_000913.3	3510269	0.6	14
NC_000913.3	3510278	0.8445	14
NC_000913.3	3510280	0.8445	14
NC_000913.3	3510311	0.6445	14
NC_000913.3	3510324	0.3665	14
NC_000913.3	3510338	0.689	14
NC_000913.3	3510350	1	14
NC_000913.3	3510356	1	14
NC_000913.3	3510370	0.611	14
NC_000913.3	3510412	0.9445	14
NC_000913.3	3510445	1	14
NC_000913.3	3510448	1	14
NC_000913.3	3510458	0.611	14
NC_000913.3	3510481	0.8335	14
NC_000913.3	3510494	0.378	14
NC_000913.3	3510511	1	13
NC_000913.3	3510514	1	13
NC_000913.3	3510546	0.8335	13
NC_000913.3	3510550	0.778	13
NC_000913.3	3510560	0.764	13
NC_000913.3	3510563	0.75	13
NC_000913.3	3510566	0.75	13
NC_000913.3	3510579	0.75	12
NC_000913.3	3510581	0.75	12
NC_000913.3	3510589	1	12
NC_000913.3	3510601	0.875	12
NC_000913.3	3510610	1	12
NC_000913.3	3510613	1	12
NC_000913.3	3510628	0.8125	12
NC_000913.3	3510631	0.8125	12
NC_000913.3	3510677	0.875	12
NC_000913.3	3510694	0.75	12
NC_000913.3	3510696	0.75	12
NC_000913.3	3510699	0.75	12
NC_000913.3	3510708	0.9375	12
NC_000913.3	3510710	0.875	12
NC_000913.3	3510728	0.875	12
NC_000913.3	3510739	0.75	12
NC_000913.3	3510767	0.75	12
NC_000913.3	3510776	0.4375	12
NC_000913.3	3510783	0.75	12
NC_000913.3	3510820	0.8125	12
NC_000913.3	3510828	0.9375	12
NC_000913.3	3510830	0.9375	12
NC_000913.3	3510833	0.9375	12
NC_000913.3	3510846	0.75	12
NC_000913.3	3510853	1	12
NC_000913.3	3510874	1	12
NC_000913.3	3510877	1	12
NC_000913.3	3510893	0.75	12
NC_000913.3	3510898	1	12
NC_000913.3	3510928	0.875	12
NC_000913.3	3510931	1	12
NC_000913.3	3510941	0.875	12
NC_000913.3	3510944	0.6875	12
NC_000913.3	3510954	1	12
NC_000913.3	3510987	0.643	11
NC_000913.3	3511038	1	11
NC_000913.3	3511041	1	11
NC_000913.3	3511052	0.6785	11
NC_000913.3	3511071	0.8035	11
NC_000913.3	3511126	0.2145	11
NC_000913.3	3511143	0.607	11
NC_000913.3	3511179	0.8035	11
NC_000913.3	3511201	1	11
NC_000913.3	3511221	0.75	11
NC_000913.3	3511231	0.7855	11
NC_000913.3	3511250	0.7855	11
NC_000913.3	3511253	0.7855	11
NC_000913.3	3511259	0.9285	11
NC_000913.3	3511273	1	11
NC_000913.3	3511288	1	11
NC_000913.3	3511294	1	11
NC_000913.3	3511310	0.875	11
NC_000913.3	3511315	1	11
NC_000913.3	3511341	0.875	11
NC_000913.3	3511347	1	11
NC_000913.3	3511386	0.7855	11
NC_000913.3	3511395	0.625	11
NC_000913.3	3511436	0.875	11
NC_000913.3	3511448	0.8035	11
NC_000913.3	3511473	0.7145	10
NC_000913.3	3511486	0.857	10
NC_000913.3	3511495	0.8335	10
NC_000913.3	3511510	1	10
NC_000913.3	3511515	0.8335	10
NC_000913.3	3511543	1	10
NC_000913.3	3511548	1	10
NC_000913.3	3511550	1	10
NC_000913.3	3511561	0.857	10
NC_000913.3	3511567	1	10
NC_000913.3	3511584	0.9285	10
NC_000913.3	3511586	0.9285	10
NC_000913.3	3511591	1	10
NC_000913.3	3511601	0.8335	9
NC_000913.3	3511604	1	9
NC_000913.3	3511607	1	9
NC_000913.3	3511633	0.8335	9
NC_000913.3	3511640	0.9165	9
NC_000913.3	3511648	0.8335	9
NC_000913.3	3511661	1	9
NC_000913.3	3511666	1	9
NC_000913.3	3511672	0.8335	9
NC_000913.3	3511686	0.8335	9
NC_000913.3	3511699	0.5	9
NC_000913.3	3511714	1	9
NC_000913.3	3511719	1	9
NC_000913.3	3511735	1	9
NC_000913.3	3511750	1	9
NC_000913.3	3511769	1	9
NC_000913.3	3511772	1	9
NC_000913.3	3511776	1	9
NC_000913.3	3511792	0.9165	9
NC_000913.3	3511794	0.8335	9
NC_000913.3	3511801	0.6665	9
NC_000913.3	3511807	0.8335	9
NC_000913.3	3511813	0.8335	9
NC_000913.3	3511821	0.75	9
NC_000913.3	3511840	0.8335	9
NC_000913.3	3511846	0.8335	9
NC_000913.3	3511856	1	9
NC_000913.3	3511871	1	9
NC_000913.3	3511873	1	9
NC_000913.3	3511892	0.9165	9
NC_000913.3	3511907	1	9
NC_000913.3	3511910	0.75	9
NC_000913.3	3511917	1	9
NC_000913.3	3511919	1	9
NC_000913.3	3511928	0.9165	9
NC_000913.3	3511942	0.75	9
NC_000913.3	3511963	0.8335	9
NC_000913.3	3511965	0.8335	9
NC_000913.3	3511973	0.9165	9
NC_000913.3	3511975	0.667	9
NC_000913.3	3511980	1	9
NC_000913.3	3511988	1	9
NC_000913.3	3512029	1	9
NC_000913.3	3512033	1	9
NC_000913.3	3512044	0.8335	9
NC_000913.3	3512052	0.5665	8
NC_000913.3	3512083	0.3665	8
NC_000913.3	3512128	1	8
NC_000913.3	3512148	0.9	7
NC_000913.3	3512154	0.9	7
NC_000913.3	3512157	0.8	7
NC_000913.3	3512166	1	7
NC_000913.3	3512171	1	7
NC_000913.3	3512176	1	7
NC_000913.3	3512189	1	7
NC_000913.3	3512198	0.55	7
NC_000913.3	3512200	0.8	7
NC_000913.3	3512207	0.7	7
NC_000913.3	3512218	0.4	7
NC_000913.3	3512226	1	7
NC_000913.3	3512262	1	7
NC_000913.3	3512269	0.9	7
NC_000913.3	3512292	0.4	7
NC_000913.3	3512300	1	7
NC_000913.3	3512303	1	7
NC_000913.3	3512311	1	7
NC_000913.3	3512314	1	7
NC_000913.3	3512333	1	7
NC_000913.3	3512337	1	7
NC_000913.3	3512340	1	7
NC_000913.3	3512398	1	7
NC_000913.3	3512406	0.9	7
NC_000913.3	3512419	1	7
NC_000913.3	3512422	1	7
NC_000913.3	3512442	0.5	7
NC_000913.3	3512471	0.25	6
NC_000913.3	3512481	0.75	6
NC_000913.3	3512519	1	5
NC_000913.3	3512524	1	5
NC_000913.3	3512573	0.5	5
NC_000913.3	3512582	1	5
NC_000913.3	3512588	1	5
NC_000913.3	3512591	0.875	5
NC_000913.3	3512597	0.875	5
NC_000913.3	3512611	1	5
NC_000913.3	3512637	1	5
NC_000913.3	3512643	1	5
NC_000913.3	3512658	1	5
NC_000913.3	3512663	1	5
NC_000913.3	3512670	1	5
NC_000913.3	3512679	1	5
NC_000913.3	3512683	1	5
NC_000913.3	3512690	1	5
NC_000913.3	3512694	1	5
NC_000913.3	3512696	1	5
NC_000913.3	3512709	0.875	5
NC_000913.3	3512711	1	5
NC_000913.3	3512747	1	5
NC_000913.3	3512752	1	5
NC_000913.3	3512758	1	5
NC_000913.3	3512767	1	5
NC_000913.3	3512792	1	5
NC_000913.3	3512798	1	5
NC_000913.3	3512843	1	5
NC_000913.3	3512877	1	5
NC_000913.3	3512883	1	5
NC_000913.3	3512912	1	5
NC_000913.3	3512916	1	5
NC_000913.3	3512933	1	5
NC_000913.3	3512938	1	5
NC_000913.3	3512946	1	5
NC_000913.3	3512949	1	5
NC_000913.3	3512954	1	5
NC_000913.3	3512957	1	5
NC_000913.3	3512970	0.75	5
NC_000913.3	3512974	0.75	5
NC_000913.3	3512994	0.875	5
NC_000913.3	3513000	1	5
NC_000913.3	3513017	1	5
NC_000913.3	3513023	1	5
NC_000913.3	3513031	1	5
NC_000913.3	3513038	1	5
NC_000913.3	3513063	1	5
NC_000913.3	3513075	1	5
NC_000913.3	3513083	0.6665	4
NC_000913.3	3513085	0.8335	4
NC_000913.3	3513087	0.6665	4
NC_000913.3	3513089	0.6665	4
NC_000913.3	3513099	0.5	4
NC_000913.3	3513108	0.6665	4
NC_000913.3	3513114	0.6665	4
NC_000913.3	3513131	0.5	4
NC_000913.3	3513141	1	4
NC_000913.3	3513143	1	4
NC_000913.3	3513151	0.8335	4
NC_000913.3	3513164	1	4
NC_000913.3	3513166	1	4
NC_000913.3	3513176	1	4
NC_000913.3	3513204	1	4
NC_000913.3	3513237	0.5	4
NC_000913.3	3513252	0.5	4
NC_000913.3	3513272	0.6665	4
NC_000913.3	3513284	1	4
NC_000913.3	3513292	1	4
NC_000913.3	3513294	1	4
NC_000913.3	3513315	0.8335	4
NC_000913.3	3513322	0.8335	4
NC_000913.3	3513332	1	3
NC_000913.3	3513335	1	3
NC_000913.3	3513381	1	3
NC_000913.3	3513386	0.5	3
NC_000913.3	3513422	1	3
NC_000913.3	3513450	1	3
NC_000913.3	3513459	0.5	3
NC_000913.3	3513462	0.75	3
NC_000913.3	3513469	0.75	3
NC_000913.3	3513490	1	3
NC_000913.3	3513494	1	3
NC_000913.3	3513501	0.75	3
NC_000913.3	3513503	1	3
NC_000913.3	3513515	1	3
NC_000913.3	3513562	1	3
NC_000913.3	3513567	1	3
NC_000913.3	3513611	1	3
NC_000913.3	3513623	1	3
NC_000913.3	3513643	1	3
NC_000913.3	3513657	1	3
NC_000913.3	3513664	1	3
NC_000913.3	3513678	1	3
NC_000913.3	3513729	1	3
NC_000913.3	3513738	1	3
NC_000913.3	3513741	1	3
NC_000913.3	3513753	1	3
NC_000913.3	3513784	1	3
NC_000913.3	3513793	0.75	3
NC_000913.3	3513809	1	3
NC_000913.3	3513816	1	3
NC_000913.3	3513819	1	3
NC_000913.3	3513854	0.75	3
NC_000913.3	3513874	1	3
NC_000913.3	3513880	0.5	3
NC_000913.3	3513886	0.5	3
NC_000913.3	3513924	1	3
NC_000913.3	3513939	1	3
NC_000913.3	3513954	1	3
NC_000913.3	3513961	1	3
NC_000913.3	3513964	1	3
NC_000913.3	3513966	1	3
NC_000913.3	3513969	1	3
NC_000913.3	3513973	1	3
NC_000913.3	3513976	1	3
NC_000913.3	3513979	1	3
NC_000913.3	3514003	0.75	3
NC_000913.3	3514024	1	3
NC_000913.3	3514026	1	3
NC_000913.3	3514033	1	3
NC_000913.3	3514038	1	3
NC_000913.3	3514044	1	3
NC_000913.3	3514048	1	3
NC_000913.3	3514060	0	3
NC_000913.3	3514071	1	3
NC_000913.3	3514080	1	3
NC_000913.3	3514091	1	3
NC_000913.3	3514095	1	3
NC_000913.3	3514106	0.75	3
NC_000913.3	3514115	1	3
NC_000913.3	3514132	1	3
NC_000913.3	3514140	1	3
NC_000913.3	3514149	1	3
NC_000913.3	3514153	1	3
NC_000913.3	3514172	1	3
NC_000913.3	3514180	1	3
NC_000913.3	3514184	1	3
NC_000913.3	3514193	1	3
NC_000913.3	3514195	1	3
NC_000913.3	3514209	1	3
NC_000913.3	3514211	1	3
NC_000913.3	3514230	1	3
NC_000913.3	3514233	1	3
NC_000913.3	3514254	0.75	3
NC_000913.3	3514256	0.75	3
NC_000913.3	3514269	1	3
NC_000913.3	3514272	1	3
NC_000913.3	3514285	0.75	3
NC_000913.3	3514294	1	3
NC_000913.3	3514306	0.75	3
NC_000913.3	3514332	1	3
NC_000913.3	3514339	1	3
NC_000913.3	3514359	1	3
NC_000913.3	3514362	1	3
NC_000913.3	3514365	1	3
NC_000913.3	3514367	1	3
NC_000913.3	3514413	1	3
NC_000913.3	3514450	1	3
NC_000913.3	3514460	1	3
NC_000913.3	3514465	1	3
NC_000913.3	3514468	1	3
NC_000913.3	3514471	1	3
NC_000913.3	3514481	0.75	3
NC_000913.3	3514483	1	3
NC_000913.3	3514487	1	3
NC_000913.3	3514490	1	3
NC_000913.3	3514495	1	3
NC_000913.3	3514501	1	3
NC_000913.3	3514522	0.75	3
NC_000913.3	3514528	1	3
NC_000913.3	3514542	1	3
NC_000913.3	3514561	1	3
NC_000913.3	3514564	1	3
NC_000913.3	3514569	1	3
NC_000913.3	3514572	1	3
NC_000913.3	3514575	1	3
NC_000913.3	3514582	1	3
NC_000913.3	3514584	1	3
NC_000913.3	3514621	1	3
NC_000913.3	3514624	1	3
NC_000913.3	3514639	1	2
NC_000913.3	3514675	0.5	2
NC_000913.3	3514700	1	2
NC_000913.3	3514703	1	2
NC_000913.3	3514721	0	2
NC_000913.3	3514754	1	2
NC_000913.3	3514758	1	2
NC_000913.3	3514771	1	2
NC_000913.3	3514810	1	2
NC_000913.3	3514816	1	2
NC_000913.3	3514833	1	2
NC_000913.3	3514837	1	2
NC_000913.3	3514840	1	2
NC_000913.3	3514861	1	2
NC_000913.3	3514864	1	2
NC_000913.3	3514873	1	2
NC_000913.3	3514890	0.5	2
NC_000913.3	3514919	1	2
NC_000913.3	3514951	0.5	2
NC_000913.3	3514963	0.5	2
NC_000913.3	3514972	1	2
NC_000913.3	3514993	1	2
NC_000913.3	3515010	1	2
NC_000913.3	3515024	1	2
NC_000913.3	3515061	0	2
NC_000913.3	3515086	1	2
NC_000913.3	3515088	1	2
NC_000913.3	3515097	1	2
NC_000913.3	3515127	0.5	2
NC_000913.3	3515141	1	2
NC_000913.3	3515148	1	2
NC_000913.3	3515151	1	2
NC_000913.3	3515168	1	2
NC_000913.3	3515171	1	2
NC_000913.3	3515181	1	2
NC_000913.3	3515196	1	2
NC_000913.3	3515198	1	2
NC_000913.3	3515213	1	2
NC_000913.3	3515215	0.5	2
NC_000913.3	3515224	1	2
NC_000913.3	3515229	1	1
NC_000913.3	3515258	1	1
NC_000913.3	3515274	1	1
NC_000913.3	3515277	1	1
NC_000913.3	3515284	1	1
NC_000913.3	3515293	1	1
NC_000913.3	3515308	1	1
NC_000913.3	3515329	1	1
NC_000913.3	3515332	1	1
NC_000913.3	3515343	1	1
NC_000913.3	3515347	1	1
NC_000913.3	3515356	1	1
NC_000913.3	3515368	1	1
NC_000913.3	3515373	1	1
NC_000913.3	3515382	0	1
NC_000913.3	3515385	1	1
NC_000913.3	3515400	1	1
NC_000913.3	3515402	1	1
NC_000913.3	3515404	1	1
NC_000913.3	3515415	1	1
NC_000913.3	3515418	1	1
NC_000913.3	3515449	1	1
NC_000913.3	3515460	1	1
NC_000913.3	3515482	1	1
NC_000913.3	3515504	1	1
NC_000913.3	3515508	1	1
NC_000913.3	3515512	1	1
NC_000913.3	3515517	1	1
NC_000913.3	3515529	1	1
NC_000913.3	3515531	1	1
NC_000913.3	3515543	1	1
NC_000913.3	3515553	1	1
NC_000913.3	3515562	1	1
NC_000913.3	3515567	1	1
NC_000913.3	3515590	1	1
NC_000913.3	3515594	1	1
NC_000913.3	3515597	0	1
NC_000913.3	3515602	0	1
NC_000913.3	3515628	1	1
NC_000913.3	3515630	1	1
NC_000913.3	3515649	1	1
NC_000913.3	3515652	1	1
NC_000913.3	3515664	1	1
