#chromosome	strand	start	end	read_name	log_lik_ratio	log_lik_methylated	log_lik_unmethylated	num_calling_strands	num_motifs	sequence
NC_000913.3	-	3503849	3503850	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.697	-0.775	-0.0778	1	1	CG
NC_000913.3	-	3503861	3503862	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3503872	3503873	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.585	-0.684	-0.0986	1	1	CG
NC_000913.3	-	3503887	3503888	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-2.11	-2.11	-0.0017	1	1	CG
NC_000913.3	-	3503893	3503894	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.639	-0.727	-0.0881	1	1	CG
NC_000913.3	-	3503899	3503900	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.18	-0.0262	-1.2	1	1	CG
NC_000913.3	-	3503908	3503909	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.949	-0.993	-0.0446	1	1	CG
NC_000913.3	-	3503911	3503912	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.0643	-0.268	-0.333	1	1	CG
NC_000913.3	-	3503915	3503916	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.00338	-0.301	-0.298	1	1	CG
NC_000913.3	-	3503917	3503918	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.817	-0.0599	-0.877	1	1	CG
NC_000913.3	-	3503920	3503921	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	2.11	-0.0017	-2.11	1	1	CG
NC_000913.3	-	3503939	3503940	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.1	-0.0317	-1.13	1	1	CG
NC_000913.3	-	3503958	3503959	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.291	-0.469	-0.178	1	1	CG
NC_000913.3	-	3503964	3503965	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.03	-0.0372	-1.07	1	1	CG
NC_000913.3	-	3503978	3503979	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.35	-0.0173	-1.37	1	1	CG
NC_000913.3	-	3503984	3503985	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.0575	-0.272	-0.329	1	1	CG
NC_000913.3	-	3503999	3504000	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-1.55	-1.56	-0.0103	1	1	CG
NC_000913.3	-	3504006	3504007	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.968	-0.0428	-1.01	1	1	CG
NC_000913.3	-	3504019	3504020	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.7	-0.00684	-1.71	1	1	CG
NC_000913.3	-	3504046	3504047	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.8	-0.00512	-1.81	1	1	CG
NC_000913.3	-	3504066	3504067	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.761	-0.0678	-0.828	1	1	CG
NC_000913.3	-	3504089	3504090	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.18	-0.0262	-1.2	1	1	CG
NC_000913.3	-	3504095	3504096	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.21	-0.0244	-1.23	1	1	CG
NC_000913.3	-	3504099	3504100	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.15	-0.028	-1.18	1	1	CG
NC_000913.3	-	3504105	3504106	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3504122	3504123	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.31	-0.0191	-1.33	1	1	CG
NC_000913.3	-	3504124	3504125	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.832	-0.058	-0.89	1	1	CG
NC_000913.3	-	3504143	3504144	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-1.21	-1.23	-0.0244	1	1	CG
NC_000913.3	-	3504161	3504162	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.93	-0.00341	-1.93	1	1	CG
NC_000913.3	-	3504167	3504168	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.49	-0.012	-1.51	1	1	CG
NC_000913.3	-	3504188	3504189	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.217	-0.421	-0.204	1	1	CG
NC_000913.3	-	3504195	3504196	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3504207	3504208	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.617	-0.709	-0.0923	1	1	CG
NC_000913.3	-	3504221	3504222	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.896	-0.0503	-0.946	1	1	CG
NC_000913.3	-	3504236	3504237	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-1.55	-1.56	-0.0103	1	1	CG
NC_000913.3	-	3504239	3504240	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3504249	3504250	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.0916	-0.348	-0.256	1	1	CG
NC_000913.3	-	3504296	3504297	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.49	-0.012	-1.51	1	1	CG
NC_000913.3	-	3504323	3504324	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.488	-0.12	-0.609	1	1	CG
NC_000913.3	-	3504332	3504333	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.774	-0.0658	-0.84	1	1	CG
NC_000913.3	-	3504349	3504350	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.07	-0.0335	-1.11	1	1	CG
NC_000913.3	-	3504352	3504353	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.93	-0.00341	-1.93	1	1	CG
NC_000913.3	-	3504368	3504369	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.93	-0.00341	-1.93	1	1	CG
NC_000913.3	-	3504378	3504379	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.628	-0.0902	-0.718	1	1	CG
NC_000913.3	-	3504386	3504387	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.62	-0.00857	-1.63	1	1	CG
NC_000913.3	-	3504389	3504390	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.617	-0.0923	-0.709	1	1	CG
NC_000913.3	-	3504391	3504392	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.49	-0.012	-1.51	1	1	CG
NC_000913.3	-	3504394	3504395	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.21	-0.0244	-1.23	1	1	CG
NC_000913.3	-	3504401	3504402	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.7	-0.00684	-1.71	1	1	CG
NC_000913.3	-	3504419	3504420	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.232	-0.199	-0.431	1	1	CG
NC_000913.3	-	3504428	3504429	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.21	-0.0244	-1.23	1	1	CG
NC_000913.3	-	3504447	3504448	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.673	-0.0819	-0.755	1	1	CG
NC_000913.3	-	3504461	3504462	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.673	-0.755	-0.0819	1	1	CG
NC_000913.3	-	3504472	3504473	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.15	-0.028	-1.18	1	1	CG
NC_000913.3	-	3504499	3504500	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.401	-0.143	-0.545	1	1	CG
NC_000913.3	-	3504505	3504506	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3504507	3504508	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.93	-0.0465	-0.977	1	1	CG
NC_000913.3	-	3504533	3504534	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.01	-0.039	-1.05	1	1	CG
NC_000913.3	-	3504536	3504537	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.35	-0.0173	-1.37	1	1	CG
NC_000913.3	-	3504570	3504571	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.147	-0.232	-0.379	1	1	CG
NC_000913.3	-	3504580	3504581	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.418	-0.139	-0.557	1	1	CG
NC_000913.3	-	3504582	3504583	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.555	-0.105	-0.66	1	1	CG
NC_000913.3	-	3504608	3504609	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.261	-0.449	-0.188	1	1	CG
NC_000913.3	-	3504620	3504621	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.00338	-0.301	-0.298	1	1	CG
NC_000913.3	-	3504627	3504628	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3504631	3504632	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-1.31	-1.33	-0.0191	1	1	CG
NC_000913.3	-	3504653	3504654	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3504662	3504663	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.93	-0.00341	-1.93	1	1	CG
NC_000913.3	-	3504667	3504668	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.15	-0.028	-1.18	1	1	CG
NC_000913.3	-	3504675	3504676	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.182	-0.218	-0.4	1	1	CG
NC_000913.3	-	3504689	3504690	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.44	-0.0138	-1.45	1	1	CG
NC_000913.3	-	3504712	3504713	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-1.24	-1.26	-0.0226	1	1	CG
NC_000913.3	-	3504719	3504720	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.15	-0.028	-1.18	1	1	CG
NC_000913.3	-	3504725	3504726	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.93	-0.00341	-1.93	1	1	CG
NC_000913.3	-	3504738	3504739	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.105	-0.25	-0.355	1	1	CG
NC_000913.3	-	3504740	3504741	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.913	-0.0484	-0.961	1	1	CG
NC_000913.3	-	3504747	3504748	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.0169	-0.291	-0.308	1	1	CG
NC_000913.3	-	3504784	3504785	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.21	-0.0244	-1.23	1	1	CG
NC_000913.3	-	3504791	3504792	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.526	-0.112	-0.637	1	1	CG
NC_000913.3	-	3504802	3504803	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.44	-0.0138	-1.45	1	1	CG
NC_000913.3	-	3504811	3504812	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.27	-0.0209	-1.29	1	1	CG
NC_000913.3	-	3504817	3504818	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.12	-0.0298	-1.15	1	1	CG
NC_000913.3	-	3504820	3504821	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.93	-0.00341	-1.93	1	1	CG
NC_000913.3	-	3504829	3504830	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.832	-0.058	-0.89	1	1	CG
NC_000913.3	-	3504831	3504832	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3504848	3504849	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.949	-0.0446	-0.993	1	1	CG
NC_000913.3	-	3504852	3504853	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.175	-0.395	-0.221	1	1	CG
NC_000913.3	-	3504886	3504887	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	2.41	0.0	-2.41	1	1	CG
NC_000913.3	-	3504895	3504896	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.575	-0.676	-0.101	1	1	CG
NC_000913.3	-	3504904	3504905	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-1.55	-1.56	-0.0103	1	1	CG
NC_000913.3	-	3504919	3504920	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.41	-0.141	-0.551	1	1	CG
NC_000913.3	-	3504956	3504957	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.39	-0.0155	-1.41	1	1	CG
NC_000913.3	-	3504965	3504966	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-1.44	-1.45	-0.0138	1	1	CG
NC_000913.3	-	3504973	3504974	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.761	-0.0678	-0.828	1	1	CG
NC_000913.3	-	3504984	3504985	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.93	-0.0465	-0.977	1	1	CG
NC_000913.3	-	3504989	3504990	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.0848	-0.259	-0.344	1	1	CG
NC_000913.3	-	3504994	3504995	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3505004	3505005	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.21	-0.0244	-1.23	1	1	CG
NC_000913.3	-	3505009	3505010	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.535	-0.109	-0.645	1	1	CG
NC_000913.3	-	3505033	3505034	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.453	-0.582	-0.129	1	1	CG
NC_000913.3	-	3505040	3505041	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.949	-0.0446	-0.993	1	1	CG
NC_000913.3	-	3505045	3505046	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.254	-0.444	-0.191	1	1	CG
NC_000913.3	-	3505050	3505051	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3505058	3505059	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3505069	3505070	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.147	-0.232	-0.379	1	1	CG
NC_000913.3	-	3505072	3505073	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.535	-0.645	-0.109	1	1	CG
NC_000913.3	-	3505087	3505088	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.01	-0.039	-1.05	1	1	CG
NC_000913.3	-	3505102	3505103	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.225	-0.426	-0.201	1	1	CG
NC_000913.3	-	3505119	3505120	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-1.55	-1.56	-0.0103	1	1	CG
NC_000913.3	-	3505121	3505122	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.314	-0.17	-0.484	1	1	CG
NC_000913.3	-	3505129	3505130	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-1.8	-1.81	-0.00512	1	1	CG
NC_000913.3	-	3505149	3505150	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.7	-0.00684	-1.71	1	1	CG
NC_000913.3	-	3505156	3505157	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.747	-0.0698	-0.817	1	1	CG
NC_000913.3	-	3505170	3505171	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-2.11	-2.11	-0.0017	1	1	CG
NC_000913.3	-	3505186	3505187	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.788	-0.0638	-0.852	1	1	CG
NC_000913.3	-	3505192	3505193	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.27	-0.0209	-1.29	1	1	CG
NC_000913.3	-	3505207	3505208	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.0508	-0.275	-0.325	1	1	CG
NC_000913.3	-	3505209	3505210	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.161	-0.387	-0.226	1	1	CG
NC_000913.3	-	3505222	3505223	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.697	-0.0778	-0.775	1	1	CG
NC_000913.3	-	3505228	3505229	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.175	-0.221	-0.395	1	1	CG
NC_000913.3	-	3505236	3505237	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.05	-0.0353	-1.09	1	1	CG
NC_000913.3	-	3505256	3505257	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.498	-0.118	-0.616	1	1	CG
NC_000913.3	-	3505279	3505280	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.337	-0.5	-0.163	1	1	CG
NC_000913.3	-	3505281	3505282	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.673	-0.755	-0.0819	1	1	CG
NC_000913.3	-	3505310	3505311	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.39	-0.0155	-1.41	1	1	CG
NC_000913.3	-	3505324	3505325	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.62	-0.00857	-1.63	1	1	CG
NC_000913.3	-	3505332	3505333	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.788	-0.0638	-0.852	1	1	CG
NC_000913.3	-	3505350	3505351	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	2.11	-0.0017	-2.11	1	1	CG
NC_000913.3	-	3505353	3505354	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.949	-0.0446	-0.993	1	1	CG
NC_000913.3	-	3505363	3505364	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.697	-0.0778	-0.775	1	1	CG
NC_000913.3	-	3505368	3505369	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.18	-0.0262	-1.2	1	1	CG
NC_000913.3	-	3505370	3505371	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.8	-0.00512	-1.81	1	1	CG
NC_000913.3	-	3505376	3505377	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.31	-0.0191	-1.33	1	1	CG
NC_000913.3	-	3505395	3505396	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.168	-0.391	-0.224	1	1	CG
NC_000913.3	-	3505398	3505399	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3505450	3505451	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	2.11	-0.0017	-2.11	1	1	CG
NC_000913.3	-	3505459	3505460	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.987	-0.0409	-1.03	1	1	CG
NC_000913.3	-	3505461	3505462	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.1	-0.0317	-1.13	1	1	CG
NC_000913.3	-	3505476	3505477	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.93	-0.00341	-1.93	1	1	CG
NC_000913.3	-	3505481	3505482	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.203	-0.21	-0.413	1	1	CG
NC_000913.3	-	3505498	3505499	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.337	-0.163	-0.5	1	1	CG
NC_000913.3	-	3505512	3505513	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.555	-0.66	-0.105	1	1	CG
NC_000913.3	-	3505519	3505520	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.734	-0.0718	-0.806	1	1	CG
NC_000913.3	-	3505534	3505535	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.516	-0.114	-0.63	1	1	CG
NC_000913.3	-	3505536	3505537	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.526	-0.112	-0.637	1	1	CG
NC_000913.3	-	3505538	3505539	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.949	-0.0446	-0.993	1	1	CG
NC_000913.3	-	3505543	3505544	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.15	-0.028	-1.18	1	1	CG
NC_000913.3	-	3505566	3505567	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.00338	-0.301	-0.298	1	1	CG
NC_000913.3	-	3505579	3505580	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.949	-0.0446	-0.993	1	1	CG
NC_000913.3	-	3505589	3505590	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3505591	3505592	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.07	-0.0335	-1.11	1	1	CG
NC_000913.3	-	3505606	3505607	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.7	-0.00684	-1.71	1	1	CG
NC_000913.3	-	3505609	3505610	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.987	-0.0409	-1.03	1	1	CG
NC_000913.3	-	3505615	3505616	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.7	-0.00684	-1.71	1	1	CG
NC_000913.3	-	3505626	3505627	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.05	-0.0353	-1.09	1	1	CG
NC_000913.3	-	3505629	3505630	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.62	-0.00857	-1.63	1	1	CG
NC_000913.3	-	3505632	3505633	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.35	-0.0173	-1.37	1	1	CG
NC_000913.3	-	3505648	3505649	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-1.49	-1.51	-0.012	1	1	CG
NC_000913.3	-	3505678	3505679	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.105	-0.25	-0.355	1	1	CG
NC_000913.3	-	3505706	3505707	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.479	-0.123	-0.602	1	1	CG
NC_000913.3	-	3505711	3505712	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.31	-0.0191	-1.33	1	1	CG
NC_000913.3	-	3505714	3505715	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.949	-0.993	-0.0446	1	1	CG
NC_000913.3	-	3505726	3505727	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3505728	3505729	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-1.18	-1.2	-0.0262	1	1	CG
NC_000913.3	-	3505745	3505746	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.07	-0.0335	-1.11	1	1	CG
NC_000913.3	-	3505753	3505754	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.105	-0.355	-0.25	1	1	CG
NC_000913.3	-	3505768	3505769	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.453	-0.582	-0.129	1	1	CG
NC_000913.3	-	3505776	3505777	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.1	-0.0317	-1.13	1	1	CG
NC_000913.3	-	3505779	3505780	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.239	-0.435	-0.196	1	1	CG
NC_000913.3	-	3505781	3505782	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.93	-0.00341	-1.93	1	1	CG
NC_000913.3	-	3505786	3505787	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-1.24	-1.26	-0.0226	1	1	CG
NC_000913.3	-	3505788	3505789	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.62	-0.00857	-1.63	1	1	CG
NC_000913.3	-	3505798	3505799	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.55	-0.0103	-1.56	1	1	CG
NC_000913.3	-	3505800	3505801	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.8	-0.00512	-1.81	1	1	CG
NC_000913.3	-	3505813	3505814	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.62	-0.00857	-1.63	1	1	CG
NC_000913.3	-	3505816	3505817	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.12	-0.0298	-1.15	1	1	CG
NC_000913.3	-	3505827	3505828	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.93	-0.977	-0.0465	1	1	CG
NC_000913.3	-	3505859	3505860	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.0711	-0.265	-0.336	1	1	CG
NC_000913.3	-	3505869	3505870	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.225	-0.201	-0.426	1	1	CG
NC_000913.3	-	3505871	3505872	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3505873	3505874	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3505891	3505892	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.44	-0.0138	-1.45	1	1	CG
NC_000913.3	-	3505908	3505909	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3505923	3505924	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.369	-0.153	-0.522	1	1	CG
NC_000913.3	-	3505929	3505930	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.0575	-0.329	-0.272	1	1	CG
NC_000913.3	-	3505940	3505941	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.7	-0.00684	-1.71	1	1	CG
NC_000913.3	-	3505960	3505961	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.49	-0.012	-1.51	1	1	CG
NC_000913.3	-	3505978	3505979	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	2.11	-0.0017	-2.11	1	1	CG
NC_000913.3	-	3505990	3505991	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.147	-0.232	-0.379	1	1	CG
NC_000913.3	-	3506011	3506012	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.427	-0.563	-0.136	1	1	CG
NC_000913.3	-	3506037	3506038	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3506042	3506043	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3506081	3506082	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.161	-0.226	-0.387	1	1	CG
NC_000913.3	-	3506099	3506100	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	1.18	-0.0262	-1.2	1	1	CG
NC_000913.3	-	3506103	3506104	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.0575	-0.272	-0.329	1	1	CG
NC_000913.3	-	3506109	3506110	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-1.44	-1.45	-0.0138	1	1	CG
NC_000913.3	-	3506124	3506125	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3506128	3506129	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.734	-0.806	-0.0718	1	1	CG
NC_000913.3	-	3506141	3506142	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-2.41	-2.41	0.0	1	1	CG
NC_000913.3	-	3506163	3506164	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-0.345	-0.505	-0.16	1	1	CG
NC_000913.3	-	3506165	3506166	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	0.435	-0.134	-0.569	1	1	CG
NC_000913.3	-	3506177	3506178	9e99c7de-6d9f-4daf-b4ab-9d175e29d906	-2.41	-2.41	0.0	1	1	CG
