Pos	Score	Read_ID	Strand
3503102	-0.22218352276623055	0611ff05-0213-4afb-b1de-b5c23b4ba2d9	-
3503102	-3.4918581425530437	b8cb60c4-57cf-4e80-9e52-154346823f84	-
3503102	-3.7572955702683153	c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	-
3503102	-2.789091301511499	bcdb2988-86f0-4ad0-8a82-379a273acadf	-
3503102	-3.2726471822597034	094dfe6b-23ed-4195-8876-805a399fade5	-
3503102	-2.7434329251644733	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-
3503120	-3.6844606594533795	8386596c-ff56-4032-b54e-8f062c194b16	+
3503120	-3.0219121005218206	6d10228e-f974-45f9-a9f0-e2cda02f7028	+
3503120	-1.0919473863768314	1a7204ee-2f37-4f96-8932-0b15badf9369	+
3503120	-1.4234217268496634	89976420-89a1-4e30-a790-4a324bbb91ee	+
3503120	-3.4936057145693677	b9615850-baee-4328-8829-6ad95b1e974e	+
3503120	-3.241362385671567	256a655c-b3f3-4131-805f-500052090c21	+
3503120	-0.08953619040662286	87e3a0fc-c4e1-4eda-843b-31d4d9617fab	+
3503120	0.6773110967742353	8a384f0b-8bb6-47ea-b044-2d3cef3ce4f3	+
3503120	0.39029367496330236	c82546fa-0b64-403a-a249-fbb871a59d07	+
3503120	-0.10274937571087352	466215ec-9922-4e12-a429-2be1d99af3ee	+
3503120	-1.2576644461942583	1b739f60-e3a2-4a8b-9ab3-7a23f4526f6d	+
3503120	1.3926442970214432	807cd8e6-bdae-42c2-b17b-c7c955a15331	+
3503120	-0.7051571420353995	658a369c-1af7-4f75-bdff-bf63ce168445	+
3503121	-2.725653295498074	c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	-
3503121	-0.2645136113626737	094dfe6b-23ed-4195-8876-805a399fade5	-
3503121	-1.8009806950877625	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-
3503121	-1.6879087557068368	0611ff05-0213-4afb-b1de-b5c23b4ba2d9	-
3503121	-2.3526445965905953	b8cb60c4-57cf-4e80-9e52-154346823f84	-
3503121	-1.5457483416500717	9a31a53c-c017-4164-b01a-dc5192b04ea8	-
3503121	-2.281561559493473	bcdb2988-86f0-4ad0-8a82-379a273acadf	-
3503121	-1.2114269070810861	4a91dfc4-2b07-4276-b655-b8c5f07350ae	-
3503121	-1.7151977934267715	4082f5ad-f4a1-49c7-9a57-96d82846b1a2	-
3503127	2.8228147572152595	6d10228e-f974-45f9-a9f0-e2cda02f7028	+
3503127	-2.442956040117794	87e3a0fc-c4e1-4eda-843b-31d4d9617fab	+
3503127	-6.078180829592371	8a384f0b-8bb6-47ea-b044-2d3cef3ce4f3	+
3503127	3.1867697965809167	658a369c-1af7-4f75-bdff-bf63ce168445	+
3503127	-3.9895955407247907	466215ec-9922-4e12-a429-2be1d99af3ee	+
3503127	-5.540180568937404	256a655c-b3f3-4131-805f-500052090c21	+
3503127	-6.56664620078314	807cd8e6-bdae-42c2-b17b-c7c955a15331	+
3503127	-4.712438024189147	89976420-89a1-4e30-a790-4a324bbb91ee	+
3503127	-6.075947656269812	1b739f60-e3a2-4a8b-9ab3-7a23f4526f6d	+
3503127	-5.4285220308378435	c82546fa-0b64-403a-a249-fbb871a59d07	+
3503127	-3.736347838846285	8386596c-ff56-4032-b54e-8f062c194b16	+
3503127	-5.7172259677048	b9615850-baee-4328-8829-6ad95b1e974e	+
3503127	-6.3396750541938065	1a7204ee-2f37-4f96-8932-0b15badf9369	+
3503128	-2.338241957938916	4a91dfc4-2b07-4276-b655-b8c5f07350ae	-
3503128	-1.398505399460789	bcdb2988-86f0-4ad0-8a82-379a273acadf	-
3503128	-4.691916696810572	9a31a53c-c017-4164-b01a-dc5192b04ea8	-
3503128	-1.463616481474067	094dfe6b-23ed-4195-8876-805a399fade5	-
3503128	-3.7736824544270395	0611ff05-0213-4afb-b1de-b5c23b4ba2d9	-
3503128	-4.568925778904315	4082f5ad-f4a1-49c7-9a57-96d82846b1a2	-
3503128	-2.4824654037996954	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-
3503128	-1.3387703301352467	b8cb60c4-57cf-4e80-9e52-154346823f84	-
3503128	-3.616374506211202	c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	-
3503135	-3.369860671718598	8a384f0b-8bb6-47ea-b044-2d3cef3ce4f3	+
3503135	-5.475198634136967	1a7204ee-2f37-4f96-8932-0b15badf9369	+
3503135	-6.847825955975587	89976420-89a1-4e30-a790-4a324bbb91ee	+
3503135	-5.097012565972076	256a655c-b3f3-4131-805f-500052090c21	+
3503135	-3.821005493488957	658a369c-1af7-4f75-bdff-bf63ce168445	+
3503135	-3.2324438139945926	1b739f60-e3a2-4a8b-9ab3-7a23f4526f6d	+
3503135	-0.6872356997002849	c82546fa-0b64-403a-a249-fbb871a59d07	+
3503135	-4.24325994316759	6d10228e-f974-45f9-a9f0-e2cda02f7028	+
3503135	-4.993483577100012	b9615850-baee-4328-8829-6ad95b1e974e	+
3503135	-6.147395860694256	466215ec-9922-4e12-a429-2be1d99af3ee	+
3503135	-2.44041158951151	87e3a0fc-c4e1-4eda-843b-31d4d9617fab	+
3503135	-7.067823686195064	8386596c-ff56-4032-b54e-8f062c194b16	+
3503135	-4.010636981929848	807cd8e6-bdae-42c2-b17b-c7c955a15331	+
3503136	0.11998518671909617	0611ff05-0213-4afb-b1de-b5c23b4ba2d9	-
3503136	1.8968604831274316	c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	-
3503136	-1.2545166213405408	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-
3503136	-0.5727658862389039	9a31a53c-c017-4164-b01a-dc5192b04ea8	-
3503136	1.4268761311786966	4a91dfc4-2b07-4276-b655-b8c5f07350ae	-
3503136	-2.2389536070616005	bcdb2988-86f0-4ad0-8a82-379a273acadf	-
3503136	1.5689363086833485	4082f5ad-f4a1-49c7-9a57-96d82846b1a2	-
3503136	-1.6764849123680212	094dfe6b-23ed-4195-8876-805a399fade5	-
3503136	-1.9105330833598573	b8cb60c4-57cf-4e80-9e52-154346823f84	-
3503141	-0.3140013706798394	8a384f0b-8bb6-47ea-b044-2d3cef3ce4f3	+
3503141	-1.0945207210291494	1b739f60-e3a2-4a8b-9ab3-7a23f4526f6d	+
3503141	-1.0525960558583702	87e3a0fc-c4e1-4eda-843b-31d4d9617fab	+
3503141	-2.126530900604041	8386596c-ff56-4032-b54e-8f062c194b16	+
3503141	-0.26151176065375137	658a369c-1af7-4f75-bdff-bf63ce168445	+
3503141	-1.9533825218756913	807cd8e6-bdae-42c2-b17b-c7c955a15331	+
3503141	-1.0724606436744681	6d10228e-f974-45f9-a9f0-e2cda02f7028	+
3503141	-2.693930319157659	256a655c-b3f3-4131-805f-500052090c21	+
3503141	-2.3018686678378173	b9615850-baee-4328-8829-6ad95b1e974e	+
3503141	2.053977438728281	466215ec-9922-4e12-a429-2be1d99af3ee	+
3503141	0.34821316123379076	c82546fa-0b64-403a-a249-fbb871a59d07	+
3503141	-0.6327543190034262	1a7204ee-2f37-4f96-8932-0b15badf9369	+
3503141	-4.002782071364316	89976420-89a1-4e30-a790-4a324bbb91ee	+
3503142	-0.2746076848295545	0611ff05-0213-4afb-b1de-b5c23b4ba2d9	-
3503142	-4.802675662393325	9a31a53c-c017-4164-b01a-dc5192b04ea8	-
3503142	-0.5654558825831184	4a91dfc4-2b07-4276-b655-b8c5f07350ae	-
3503142	-1.07886653158132	b8cb60c4-57cf-4e80-9e52-154346823f84	-
3503142	-5.619268379115348	bcdb2988-86f0-4ad0-8a82-379a273acadf	-
3503142	-5.236596241093929	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-
3503142	-2.229441456587148	4082f5ad-f4a1-49c7-9a57-96d82846b1a2	-
3503142	-3.710153680390457	c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	-
3503142	-2.64754454099265	094dfe6b-23ed-4195-8876-805a399fade5	-
3503143	-2.3933536752000246	6d10228e-f974-45f9-a9f0-e2cda02f7028	+
3503143	-1.5020767815097322	466215ec-9922-4e12-a429-2be1d99af3ee	+
3503143	-2.9892848481657177	c82546fa-0b64-403a-a249-fbb871a59d07	+
3503143	-4.716090995884459	89976420-89a1-4e30-a790-4a324bbb91ee	+
3503143	-1.5041425260928125	256a655c-b3f3-4131-805f-500052090c21	+
3503143	-4.669872999755734	807cd8e6-bdae-42c2-b17b-c7c955a15331	+
3503143	-1.124587008976656	1a7204ee-2f37-4f96-8932-0b15badf9369	+
3503143	-5.0427962066934375	8386596c-ff56-4032-b54e-8f062c194b16	+
3503143	-0.8757393963355382	87e3a0fc-c4e1-4eda-843b-31d4d9617fab	+
3503143	-3.432180466119596	1b739f60-e3a2-4a8b-9ab3-7a23f4526f6d	+
3503143	-3.244706583975942	8a384f0b-8bb6-47ea-b044-2d3cef3ce4f3	+
3503143	-2.332673565900202	658a369c-1af7-4f75-bdff-bf63ce168445	+
3503143	-4.552832324172686	b9615850-baee-4328-8829-6ad95b1e974e	+
3503144	-5.685562125463542	bcdb2988-86f0-4ad0-8a82-379a273acadf	-
3503144	-1.305677950236333	0611ff05-0213-4afb-b1de-b5c23b4ba2d9	-
3503144	-4.156165283630955	4082f5ad-f4a1-49c7-9a57-96d82846b1a2	-
3503144	-2.2519387989757154	c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	-
3503144	-0.100761545270318	4a91dfc4-2b07-4276-b655-b8c5f07350ae	-
3503144	-5.382216546638803	9a31a53c-c017-4164-b01a-dc5192b04ea8	-
3503144	-6.727282859009816	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-
3503144	-0.08834931418030245	b8cb60c4-57cf-4e80-9e52-154346823f84	-
3503144	-2.965897661115702	094dfe6b-23ed-4195-8876-805a399fade5	-
3503145	0.06160515823353313	658a369c-1af7-4f75-bdff-bf63ce168445	+
3503145	-4.427944539745721	466215ec-9922-4e12-a429-2be1d99af3ee	+
3503145	-3.5932279295651974	8386596c-ff56-4032-b54e-8f062c194b16	+
3503145	1.1149370386778854	1a7204ee-2f37-4f96-8932-0b15badf9369	+
3503145	0.5916596889437331	87e3a0fc-c4e1-4eda-843b-31d4d9617fab	+
3503145	-7.102654382350928	807cd8e6-bdae-42c2-b17b-c7c955a15331	+
3503145	-1.6272530272146617	256a655c-b3f3-4131-805f-500052090c21	+
3503145	-5.459118960916214	b9615850-baee-4328-8829-6ad95b1e974e	+
3503145	-2.38324944834535	c82546fa-0b64-403a-a249-fbb871a59d07	+
3503145	-2.5950529895019305	89976420-89a1-4e30-a790-4a324bbb91ee	+
3503145	-3.8072553110378045	8a384f0b-8bb6-47ea-b044-2d3cef3ce4f3	+
3503145	-4.997560673100052	1b739f60-e3a2-4a8b-9ab3-7a23f4526f6d	+
3503145	-1.6533633550002693	6d10228e-f974-45f9-a9f0-e2cda02f7028	+
3503146	-1.8445098559494666	094dfe6b-23ed-4195-8876-805a399fade5	-
3503146	-2.4041830259970003	bcdb2988-86f0-4ad0-8a82-379a273acadf	-
3503146	-1.4228328934088346	4a91dfc4-2b07-4276-b655-b8c5f07350ae	-
3503146	0.37928931594042087	b8cb60c4-57cf-4e80-9e52-154346823f84	-
3503146	-2.01425602201237	0611ff05-0213-4afb-b1de-b5c23b4ba2d9	-
3503146	-1.4278600106093997	9a31a53c-c017-4164-b01a-dc5192b04ea8	-
3503146	-3.225465028609303	4082f5ad-f4a1-49c7-9a57-96d82846b1a2	-
3503146	-0.5378089100320695	c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	-
3503146	-2.9482201281479954	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-
3503154	-2.825943875108836	87e3a0fc-c4e1-4eda-843b-31d4d9617fab	+
3503154	-1.1548923302007497	256a655c-b3f3-4131-805f-500052090c21	+
3503154	-4.09673494191181	c82546fa-0b64-403a-a249-fbb871a59d07	+
3503154	-3.5924169760462275	8a384f0b-8bb6-47ea-b044-2d3cef3ce4f3	+
3503154	-4.579845640323253	1b739f60-e3a2-4a8b-9ab3-7a23f4526f6d	+
3503154	-2.2983720271579204	1a7204ee-2f37-4f96-8932-0b15badf9369	+
3503154	-4.21914163946616	89976420-89a1-4e30-a790-4a324bbb91ee	+
3503154	-2.825691946354275	466215ec-9922-4e12-a429-2be1d99af3ee	+
3503154	-2.123589978024559	8386596c-ff56-4032-b54e-8f062c194b16	+
3503154	-3.450863072241744	807cd8e6-bdae-42c2-b17b-c7c955a15331	+
3503154	-3.5570145334996384	b9615850-baee-4328-8829-6ad95b1e974e	+
3503154	-3.0759626914994707	6d10228e-f974-45f9-a9f0-e2cda02f7028	+
3503154	-0.9358805116386517	658a369c-1af7-4f75-bdff-bf63ce168445	+
3503155	-0.2226905292211535	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-
3503155	-0.2899752150267947	c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	-
3503155	-0.12177581202469967	9a31a53c-c017-4164-b01a-dc5192b04ea8	-
3503155	-1.706177123349308	bcdb2988-86f0-4ad0-8a82-379a273acadf	-
3503155	-0.528505242844157	094dfe6b-23ed-4195-8876-805a399fade5	-
3503155	0.28309358596352474	b8cb60c4-57cf-4e80-9e52-154346823f84	-
3503155	-0.05164977158413375	4a91dfc4-2b07-4276-b655-b8c5f07350ae	-
3503155	2.040457114096021	4082f5ad-f4a1-49c7-9a57-96d82846b1a2	-
3503155	0.21056406560848218	0611ff05-0213-4afb-b1de-b5c23b4ba2d9	-
3503180	-3.675444696517638	b9615850-baee-4328-8829-6ad95b1e974e	+
3503180	-3.1606006681815115	c82546fa-0b64-403a-a249-fbb871a59d07	+
3503180	-3.518985625895949	6d10228e-f974-45f9-a9f0-e2cda02f7028	+
3503180	-1.8468035861528698	466215ec-9922-4e12-a429-2be1d99af3ee	+
3503180	-4.10474631227434	256a655c-b3f3-4131-805f-500052090c21	+
3503180	-4.472134975822405	1a7204ee-2f37-4f96-8932-0b15badf9369	+
3503180	-2.2575834358061377	87e3a0fc-c4e1-4eda-843b-31d4d9617fab	+
3503180	-3.2222637855615397	658a369c-1af7-4f75-bdff-bf63ce168445	+
3503180	-2.675241844240561	8386596c-ff56-4032-b54e-8f062c194b16	+
3503180	-0.7684107802786619	807cd8e6-bdae-42c2-b17b-c7c955a15331	+
3503180	-0.09026130375855335	1b739f60-e3a2-4a8b-9ab3-7a23f4526f6d	+
3503180	-3.9251900416561387	89976420-89a1-4e30-a790-4a324bbb91ee	+
3503180	-2.306771298672678	8a384f0b-8bb6-47ea-b044-2d3cef3ce4f3	+
3503181	-7.481061613425149	bcdb2988-86f0-4ad0-8a82-379a273acadf	-
3503181	-5.768104733556248	c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	-
3503181	-4.190930984893583	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-
3503181	-6.213146555214883	4082f5ad-f4a1-49c7-9a57-96d82846b1a2	-
3503181	-7.635578613339094	094dfe6b-23ed-4195-8876-805a399fade5	-
3503181	-2.943751334559661	0611ff05-0213-4afb-b1de-b5c23b4ba2d9	-
3503181	-2.5302129495057972	b8cb60c4-57cf-4e80-9e52-154346823f84	-
3503181	-7.930831448737906	4a91dfc4-2b07-4276-b655-b8c5f07350ae	-
3503181	-5.995181798756532	9a31a53c-c017-4164-b01a-dc5192b04ea8	-
3503187	-6.454581406935176	b9615850-baee-4328-8829-6ad95b1e974e	+
3503187	-5.28608881300135	1b739f60-e3a2-4a8b-9ab3-7a23f4526f6d	+
3503187	-3.0784934440949545	807cd8e6-bdae-42c2-b17b-c7c955a15331	+
3503187	-4.137930854845974	658a369c-1af7-4f75-bdff-bf63ce168445	+
3503187	-3.438354447977198	89976420-89a1-4e30-a790-4a324bbb91ee	+
3503187	-5.567256924029813	466215ec-9922-4e12-a429-2be1d99af3ee	+
3503187	-5.998003770580061	6d10228e-f974-45f9-a9f0-e2cda02f7028	+
3503187	-7.09381130689634	8386596c-ff56-4032-b54e-8f062c194b16	+
3503187	-6.015234373578673	8a384f0b-8bb6-47ea-b044-2d3cef3ce4f3	+
3503187	-4.463459125119124	1a7204ee-2f37-4f96-8932-0b15badf9369	+
3503187	-6.077024314175	87e3a0fc-c4e1-4eda-843b-31d4d9617fab	+
3503187	-4.8487005870639255	256a655c-b3f3-4131-805f-500052090c21	+
3503187	-5.165281872185553	c82546fa-0b64-403a-a249-fbb871a59d07	+
3503188	-2.1357149562284183	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-
3503188	-3.7483272762156137	bcdb2988-86f0-4ad0-8a82-379a273acadf	-
3503188	-1.9515273883126738	0611ff05-0213-4afb-b1de-b5c23b4ba2d9	-
3503188	-3.910595561750325	c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	-
3503188	-4.801205043760406	094dfe6b-23ed-4195-8876-805a399fade5	-
3503188	-3.8741544571017634	4082f5ad-f4a1-49c7-9a57-96d82846b1a2	-
3503188	-2.8778814700617503	b8cb60c4-57cf-4e80-9e52-154346823f84	-
3503188	3.5479626891573752	9a31a53c-c017-4164-b01a-dc5192b04ea8	-
3503188	-4.6861678906809034	4a91dfc4-2b07-4276-b655-b8c5f07350ae	-
3503190	0.3483367636568758	1a7204ee-2f37-4f96-8932-0b15badf9369	+
3503190	-0.42409600950548343	c82546fa-0b64-403a-a249-fbb871a59d07	+
3503190	-1.5738347845187475	256a655c-b3f3-4131-805f-500052090c21	+
3503190	-2.7793341744996605	89976420-89a1-4e30-a790-4a324bbb91ee	+
3503190	0.7248136359106112	658a369c-1af7-4f75-bdff-bf63ce168445	+
3503190	-1.6836129708759493	1b739f60-e3a2-4a8b-9ab3-7a23f4526f6d	+
3503190	-2.863996075864311	8386596c-ff56-4032-b54e-8f062c194b16	+
3503190	-2.0444672058612845	466215ec-9922-4e12-a429-2be1d99af3ee	+
3503190	-2.8909738521275243	b9615850-baee-4328-8829-6ad95b1e974e	+
3503190	-3.4348269735239434	8a384f0b-8bb6-47ea-b044-2d3cef3ce4f3	+
3503190	-2.1372399227621557	6d10228e-f974-45f9-a9f0-e2cda02f7028	+
3503190	-3.1639302394016995	87e3a0fc-c4e1-4eda-843b-31d4d9617fab	+
3503190	-0.7599734555949723	807cd8e6-bdae-42c2-b17b-c7c955a15331	+
3503191	-3.4168875210402243	bcdb2988-86f0-4ad0-8a82-379a273acadf	-
3503191	-7.708489337522666	c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	-
3503191	-6.995374844647326	4082f5ad-f4a1-49c7-9a57-96d82846b1a2	-
3503191	-7.8316242865138035	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-
3503191	-4.732806125137199	0611ff05-0213-4afb-b1de-b5c23b4ba2d9	-
3503191	-9.218527270856162	4a91dfc4-2b07-4276-b655-b8c5f07350ae	-
3503191	5.144638319276622	9a31a53c-c017-4164-b01a-dc5192b04ea8	-
3503191	-6.220750097228468	b8cb60c4-57cf-4e80-9e52-154346823f84	-
3503191	-8.579275744272577	094dfe6b-23ed-4195-8876-805a399fade5	-
3503199	-2.0156677303045094	8386596c-ff56-4032-b54e-8f062c194b16	+
3503199	-4.419147102080567	1b739f60-e3a2-4a8b-9ab3-7a23f4526f6d	+
3503199	-4.264538157991225	256a655c-b3f3-4131-805f-500052090c21	+
3503199	-7.025194038190815	89976420-89a1-4e30-a790-4a324bbb91ee	+
3503199	-0.47292245376924225	658a369c-1af7-4f75-bdff-bf63ce168445	+
3503199	-1.622527566303362	c82546fa-0b64-403a-a249-fbb871a59d07	+
3503199	-6.023081238327571	466215ec-9922-4e12-a429-2be1d99af3ee	+
3503199	-7.53102177653182	8a384f0b-8bb6-47ea-b044-2d3cef3ce4f3	+
3503199	-5.541731846438253	6d10228e-f974-45f9-a9f0-e2cda02f7028	+
3503199	-5.790948388029683	b9615850-baee-4328-8829-6ad95b1e974e	+
3503199	-5.72789066628925	87e3a0fc-c4e1-4eda-843b-31d4d9617fab	+
3503199	-3.028849896609888	1a7204ee-2f37-4f96-8932-0b15badf9369	+
3503199	-0.49907554849155605	807cd8e6-bdae-42c2-b17b-c7c955a15331	+
3503200	-3.9608212290703038	c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	-
3503200	-3.058156697101582	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-
3503200	-5.145976473325101	094dfe6b-23ed-4195-8876-805a399fade5	-
3503200	-4.175335445542549	9a31a53c-c017-4164-b01a-dc5192b04ea8	-
3503200	-3.4297758513002043	bcdb2988-86f0-4ad0-8a82-379a273acadf	-
3503200	-3.2996383303827193	4a91dfc4-2b07-4276-b655-b8c5f07350ae	-
3503200	-1.6022597576269617	0611ff05-0213-4afb-b1de-b5c23b4ba2d9	-
3503200	1.8392908646183552	b8cb60c4-57cf-4e80-9e52-154346823f84	-
3503200	2.8867856352253147	4082f5ad-f4a1-49c7-9a57-96d82846b1a2	-
3503202	-1.451055479285769	87e3a0fc-c4e1-4eda-843b-31d4d9617fab	+
3503202	-2.293418975225105	256a655c-b3f3-4131-805f-500052090c21	+
3503202	-2.239110290306394	b9615850-baee-4328-8829-6ad95b1e974e	+
3503202	-3.5891211706910338	8a384f0b-8bb6-47ea-b044-2d3cef3ce4f3	+
3503202	-2.482933505506287	1b739f60-e3a2-4a8b-9ab3-7a23f4526f6d	+
3503202	-3.817858426492601	466215ec-9922-4e12-a429-2be1d99af3ee	+
3503202	-1.7979247907342166	6d10228e-f974-45f9-a9f0-e2cda02f7028	+
3503202	-3.688873177678242	8386596c-ff56-4032-b54e-8f062c194b16	+
3503202	-0.7361356256196295	1a7204ee-2f37-4f96-8932-0b15badf9369	+
3503202	-0.6478295428073386	807cd8e6-bdae-42c2-b17b-c7c955a15331	+
3503202	-1.6986702303353673	c82546fa-0b64-403a-a249-fbb871a59d07	+
3503202	-4.765347837540414	658a369c-1af7-4f75-bdff-bf63ce168445	+
3503202	-2.748466918646436	89976420-89a1-4e30-a790-4a324bbb91ee	+
3503203	-0.31785720053641286	b8cb60c4-57cf-4e80-9e52-154346823f84	-
3503203	-8.831438334687324	9a31a53c-c017-4164-b01a-dc5192b04ea8	-
3503203	-7.599008652057718	094dfe6b-23ed-4195-8876-805a399fade5	-
3503203	-5.504454340376105	4082f5ad-f4a1-49c7-9a57-96d82846b1a2	-
3503203	-8.294117153573039	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-
3503203	-6.602351304474981	bcdb2988-86f0-4ad0-8a82-379a273acadf	-
3503203	-6.327049611170363	0611ff05-0213-4afb-b1de-b5c23b4ba2d9	-
3503203	-5.361863023315041	4a91dfc4-2b07-4276-b655-b8c5f07350ae	-
3503203	-7.003067566154021	c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	-
3503213	1.6950733356090906	87e3a0fc-c4e1-4eda-843b-31d4d9617fab	+
3503213	3.0747776959368154	658a369c-1af7-4f75-bdff-bf63ce168445	+
3503213	1.2486724626096972	8a384f0b-8bb6-47ea-b044-2d3cef3ce4f3	+
3503213	2.5763586247015433	807cd8e6-bdae-42c2-b17b-c7c955a15331	+
3503213	1.893047369578614	466215ec-9922-4e12-a429-2be1d99af3ee	+
3503213	2.1787928806715096	1a7204ee-2f37-4f96-8932-0b15badf9369	+
3503213	-0.16339671637518866	256a655c-b3f3-4131-805f-500052090c21	+
3503213	0.5527713469677951	8386596c-ff56-4032-b54e-8f062c194b16	+
3503213	-4.097357043929607	1b739f60-e3a2-4a8b-9ab3-7a23f4526f6d	+
3503213	1.916414471459358	6d10228e-f974-45f9-a9f0-e2cda02f7028	+
3503213	1.2756587666736925	c82546fa-0b64-403a-a249-fbb871a59d07	+
3503213	0.8289012954590952	89976420-89a1-4e30-a790-4a324bbb91ee	+
3503213	-0.37419069030419594	b9615850-baee-4328-8829-6ad95b1e974e	+
3503214	0.08348957130098306	094dfe6b-23ed-4195-8876-805a399fade5	-
3503214	-0.7807621667278771	bcdb2988-86f0-4ad0-8a82-379a273acadf	-
3503214	-0.12232675664545546	b8cb60c4-57cf-4e80-9e52-154346823f84	-
3503214	-0.21264145599963885	c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	-
3503214	-1.3544651436064763	4082f5ad-f4a1-49c7-9a57-96d82846b1a2	-
3503214	-2.0981518187049137	9a31a53c-c017-4164-b01a-dc5192b04ea8	-
3503214	-1.279100053008831	4a91dfc4-2b07-4276-b655-b8c5f07350ae	-
3503214	-1.7055193129012083	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-
3503214	-0.6625338516050069	0611ff05-0213-4afb-b1de-b5c23b4ba2d9	-
3503228	1.09811204518574	89976420-89a1-4e30-a790-4a324bbb91ee	+
3503228	-1.5103137440271628	b9615850-baee-4328-8829-6ad95b1e974e	+
3503228	1.062754582746329	87e3a0fc-c4e1-4eda-843b-31d4d9617fab	+
3503228	-1.8749243296832168	1b739f60-e3a2-4a8b-9ab3-7a23f4526f6d	+
3503228	-1.769649624910894	c82546fa-0b64-403a-a249-fbb871a59d07	+
3503228	-0.9445484855076779	1a7204ee-2f37-4f96-8932-0b15badf9369	+
3503228	-3.551136527200699	6d10228e-f974-45f9-a9f0-e2cda02f7028	+
3503228	-0.8282575387193393	256a655c-b3f3-4131-805f-500052090c21	+
3503228	-0.9372411910736078	8386596c-ff56-4032-b54e-8f062c194b16	+
3503228	-2.528912079696944	466215ec-9922-4e12-a429-2be1d99af3ee	+
3503228	1.1632299659367238	658a369c-1af7-4f75-bdff-bf63ce168445	+
3503228	0.5251739219594735	807cd8e6-bdae-42c2-b17b-c7c955a15331	+
3503228	0.6917779790522105	8a384f0b-8bb6-47ea-b044-2d3cef3ce4f3	+
3503229	0.5724925480099458	bcdb2988-86f0-4ad0-8a82-379a273acadf	-
3503229	-1.6400462844470611	b8cb60c4-57cf-4e80-9e52-154346823f84	-
3503229	-5.177441444412805	0611ff05-0213-4afb-b1de-b5c23b4ba2d9	-
3503229	-1.4428460989317553	9a31a53c-c017-4164-b01a-dc5192b04ea8	-
3503229	-1.8104637724497274	4082f5ad-f4a1-49c7-9a57-96d82846b1a2	-
3503229	-1.122845540970929	bec8b5d4-8fd7-4eb0-a457-44ce2f76fa0a	-
3503229	-2.278081955119354	4a91dfc4-2b07-4276-b655-b8c5f07350ae	-
3503229	-3.061385516127406	c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	-
3503229	-1.06890256819144	094dfe6b-23ed-4195-8876-805a399fade5	-
3503238	-2.9284611670758314	1a7204ee-2f37-4f96-8932-0b15badf9369	+
3503238	-3.1218904671187846	8a384f0b-8bb6-47ea-b044-2d3cef3ce4f3	+
3503238	-2.8861787334442828	256a655c-b3f3-4131-805f-500052090c21	+
3503238	-2.5969818603071713	466215ec-9922-4e12-a429-2be1d99af3ee	+
3503238	-0.36361169541810706	807cd8e6-bdae-42c2-b17b-c7c955a15331	+
3503238	-3.997272863359633	658a369c-1af7-4f75-bdff-bf63ce168445	+
3503238	-0.878218058777096	89976420-89a1-4e30-a790-4a324bbb91ee	+
3503238	-2.1507740608721577	b9615850-baee-4328-8829-6ad95b1e974e	+
3503238	-3.846091230906694	87e3a0fc-c4e1-4eda-843b-31d4d9617fab	+
3503238	-4.028985726285997	8386596c-ff56-4032-b54e-8f062c194b16	+
3503238	-3.9717001226421633	1b739f60-e3a2-4a8b-9ab3-7a23f4526f6d	+
3503238	-2.4059539054516437	c82546fa-0b64-403a-a249-fbb871a59d07	+
3503238	-3.254590618197469	6d10228e-f974-45f9-a9f0-e2cda02f7028	+
3503239	-3.2823161331098136	b8cb60c4-57cf-4e80-9e52-154346823f84	-
3503239	-1.1185986949039415	c3e4c0c6-11f9-4ecb-858e-877e81e31a0c	-
3503239	-1.5149869277731263	9a31a53c-c017-4164-b01a-dc5192b04ea8	-
