names	start	values	strand
NC_000913.3	3503239	1.0	-
NC_000913.3	3503246	0.75	+
NC_000913.3	3503247	1.0	-
NC_000913.3	3503258	1.0	+
NC_000913.3	3503259	1.0	-
NC_000913.3	3503272	0.5714	+
NC_000913.3	3503273	1.0	-
NC_000913.3	3503277	0.9167	+
NC_000913.3	3503278	1.0	-
NC_000913.3	3503288	1.0	+
NC_000913.3	3503313	1.0	+
NC_000913.3	3503314	1.0	-
NC_000913.3	3503322	1.0	+
NC_000913.3	3503323	0.875	-
NC_000913.3	3503346	0.9	+
NC_000913.3	3503347	1.0	-
NC_000913.3	3503350	1.0	+
NC_000913.3	3503351	1.0	-
NC_000913.3	3503358	1.0	+
NC_000913.3	3503359	0.8571	-
NC_000913.3	3503361	1.0	+
NC_000913.3	3503362	1.0	-
NC_000913.3	3503381	0.9167	+
NC_000913.3	3503382	1.0	-
NC_000913.3	3503388	1.0	+
NC_000913.3	3503389	0.8571	-
NC_000913.3	3503391	1.0	+
NC_000913.3	3503392	0.8571	-
NC_000913.3	3503397	0.75	+
NC_000913.3	3503398	1.0	-
NC_000913.3	3503421	1.0	+
NC_000913.3	3503422	1.0	-
NC_000913.3	3503431	1.0	+
NC_000913.3	3503432	1.0	-
NC_000913.3	3503433	1.0	+
NC_000913.3	3503434	1.0	-
NC_000913.3	3503442	1.0	+
NC_000913.3	3503443	1.0	-
NC_000913.3	3503451	1.0	+
NC_000913.3	3503452	1.0	-
NC_000913.3	3503457	1.0	+
NC_000913.3	3503458	1.0	-
NC_000913.3	3503466	1.0	+
NC_000913.3	3503467	1.0	-
NC_000913.3	3503493	0.7778	+
NC_000913.3	3503494	1.0	-
NC_000913.3	3503504	0.8571	+
NC_000913.3	3503505	1.0	-
NC_000913.3	3503523	1.0	+
NC_000913.3	3503524	0.8889	-
NC_000913.3	3503525	1.0	+
NC_000913.3	3503526	1.0	-
NC_000913.3	3503543	1.0	+
NC_000913.3	3503544	0.75	-
NC_000913.3	3503550	1.0	+
NC_000913.3	3503551	1.0	-
NC_000913.3	3503568	0.875	+
NC_000913.3	3503569	0.0	-
NC_000913.3	3503573	1.0	+
NC_000913.3	3503574	0.5	-
NC_000913.3	3503586	0.8	+
NC_000913.3	3503587	1.0	-
NC_000913.3	3503592	1.0	+
NC_000913.3	3503593	1.0	-
NC_000913.3	3503601	1.0	+
NC_000913.3	3503602	1.0	-
NC_000913.3	3503618	0.6667	+
NC_000913.3	3503619	1.0	-
NC_000913.3	3503639	1.0	+
NC_000913.3	3503640	1.0	-
NC_000913.3	3503646	0.9167	+
NC_000913.3	3503647	0.75	-
NC_000913.3	3503664	0.0	+
NC_000913.3	3503665	1.0	-
NC_000913.3	3503669	0.8571	+
NC_000913.3	3503670	1.0	-
NC_000913.3	3503679	1.0	+
NC_000913.3	3503680	1.0	-
NC_000913.3	3503684	1.0	+
NC_000913.3	3503685	1.0	-
NC_000913.3	3503689	1.0	+
NC_000913.3	3503690	1.0	-
NC_000913.3	3503705	1.0	+
NC_000913.3	3503706	1.0	-
NC_000913.3	3503717	1.0	-
NC_000913.3	3503721	0.8	+
NC_000913.3	3503722	1.0	-
NC_000913.3	3503741	1.0	+
NC_000913.3	3503742	1.0	-
NC_000913.3	3503754	1.0	+
NC_000913.3	3503755	1.0	-
NC_000913.3	3503775	1.0	+
NC_000913.3	3503776	1.0	-
NC_000913.3	3503777	0.75	+
NC_000913.3	3503778	1.0	-
NC_000913.3	3503788	1.0	+
NC_000913.3	3503789	1.0	-
NC_000913.3	3503804	1.0	+
NC_000913.3	3503805	1.0	-
NC_000913.3	3503810	0.9167	+
NC_000913.3	3503811	1.0	-
NC_000913.3	3503817	1.0	+
NC_000913.3	3503818	1.0	-
NC_000913.3	3503832	1.0	+
NC_000913.3	3503833	1.0	-
NC_000913.3	3503840	1.0	+
NC_000913.3	3503841	1.0	-
NC_000913.3	3503850	0.9286	+
NC_000913.3	3503851	1.0	-
NC_000913.3	3503862	1.0	+
NC_000913.3	3503863	1.0	-
NC_000913.3	3503873	1.0	+
NC_000913.3	3503888	1.0	+
NC_000913.3	3503889	1.0	-
NC_000913.3	3503894	1.0	+
NC_000913.3	3503895	1.0	-
NC_000913.3	3503900	0.8571	+
NC_000913.3	3503901	1.0	-
NC_000913.3	3503909	1.0	+
NC_000913.3	3503910	0.0	-
NC_000913.3	3503912	0.9167	+
NC_000913.3	3503913	0.0	-
NC_000913.3	3503916	0.8889	+
NC_000913.3	3503917	1.0	-
NC_000913.3	3503918	0.5	+
NC_000913.3	3503919	1.0	-
NC_000913.3	3503921	0.4	+
NC_000913.3	3503922	1.0	-
NC_000913.3	3503940	1.0	+
NC_000913.3	3503941	1.0	-
NC_000913.3	3503959	1.0	+
NC_000913.3	3503960	1.0	-
NC_000913.3	3503965	1.0	+
NC_000913.3	3503966	0.8	-
NC_000913.3	3503979	1.0	+
NC_000913.3	3503980	1.0	-
NC_000913.3	3503985	0.6667	+
NC_000913.3	3503986	1.0	-
NC_000913.3	3504000	1.0	+
NC_000913.3	3504007	1.0	+
NC_000913.3	3504008	0.8889	-
NC_000913.3	3504021	1.0	-
NC_000913.3	3504047	1.0	+
NC_000913.3	3504048	1.0	-
NC_000913.3	3504062	1.0	+
NC_000913.3	3504063	1.0	-
NC_000913.3	3504067	1.0	+
NC_000913.3	3504068	1.0	-
NC_000913.3	3504090	1.0	+
NC_000913.3	3504091	0.8889	-
NC_000913.3	3504096	0.6	+
NC_000913.3	3504097	1.0	-
NC_000913.3	3504100	1.0	+
NC_000913.3	3504101	1.0	-
NC_000913.3	3504106	1.0	+
NC_000913.3	3504107	1.0	-
NC_000913.3	3504123	1.0	+
NC_000913.3	3504124	1.0	-
NC_000913.3	3504125	1.0	+
NC_000913.3	3504126	1.0	-
NC_000913.3	3504144	1.0	+
NC_000913.3	3504145	1.0	-
NC_000913.3	3504162	0.7778	+
NC_000913.3	3504163	1.0	-
NC_000913.3	3504168	1.0	+
NC_000913.3	3504169	1.0	-
NC_000913.3	3504189	1.0	+
NC_000913.3	3504190	0.75	-
NC_000913.3	3504196	1.0	+
NC_000913.3	3504197	0.8	-
NC_000913.3	3504208	1.0	+
NC_000913.3	3504209	1.0	-
NC_000913.3	3504222	1.0	+
NC_000913.3	3504223	1.0	-
NC_000913.3	3504237	1.0	+
NC_000913.3	3504238	1.0	-
NC_000913.3	3504240	0.8889	+
NC_000913.3	3504241	1.0	-
NC_000913.3	3504250	0.6	+
NC_000913.3	3504251	1.0	-
NC_000913.3	3504297	1.0	+
NC_000913.3	3504298	0.8889	-
NC_000913.3	3504324	1.0	+
NC_000913.3	3504325	1.0	-
NC_000913.3	3504333	1.0	+
NC_000913.3	3504334	1.0	-
NC_000913.3	3504350	1.0	+
NC_000913.3	3504351	1.0	-
NC_000913.3	3504353	1.0	+
NC_000913.3	3504354	0.9	-
NC_000913.3	3504369	1.0	+
NC_000913.3	3504370	1.0	-
NC_000913.3	3504379	1.0	+
NC_000913.3	3504387	0.9333	+
NC_000913.3	3504388	0.8	-
NC_000913.3	3504390	0.9167	+
NC_000913.3	3504391	0.9	-
NC_000913.3	3504392	1.0	+
NC_000913.3	3504393	0.8889	-
NC_000913.3	3504395	1.0	+
NC_000913.3	3504396	1.0	-
NC_000913.3	3504402	1.0	+
NC_000913.3	3504403	1.0	-
NC_000913.3	3504420	1.0	+
NC_000913.3	3504429	1.0	+
NC_000913.3	3504430	1.0	-
NC_000913.3	3504448	1.0	+
NC_000913.3	3504449	1.0	-
NC_000913.3	3504462	0.9231	+
NC_000913.3	3504463	1.0	-
NC_000913.3	3504473	1.0	+
NC_000913.3	3504474	1.0	-
NC_000913.3	3504500	1.0	+
NC_000913.3	3504501	1.0	-
NC_000913.3	3504506	1.0	+
NC_000913.3	3504507	1.0	-
NC_000913.3	3504508	1.0	+
NC_000913.3	3504509	1.0	-
NC_000913.3	3504534	1.0	+
NC_000913.3	3504535	1.0	-
NC_000913.3	3504537	1.0	+
NC_000913.3	3504538	1.0	-
NC_000913.3	3504571	0.9412	+
NC_000913.3	3504572	0.6667	-
NC_000913.3	3504581	1.0	+
NC_000913.3	3504582	1.0	-
NC_000913.3	3504583	0.9	+
NC_000913.3	3504584	1.0	-
NC_000913.3	3504594	1.0	+
NC_000913.3	3504595	1.0	-
NC_000913.3	3504609	1.0	+
NC_000913.3	3504610	1.0	-
NC_000913.3	3504621	0.9231	+
NC_000913.3	3504622	1.0	-
NC_000913.3	3504628	1.0	+
NC_000913.3	3504629	1.0	-
NC_000913.3	3504632	1.0	+
NC_000913.3	3504633	0.8889	-
NC_000913.3	3504654	0.9091	+
NC_000913.3	3504655	1.0	-
NC_000913.3	3504663	1.0	+
NC_000913.3	3504664	1.0	-
NC_000913.3	3504668	1.0	+
NC_000913.3	3504669	1.0	-
NC_000913.3	3504676	1.0	+
NC_000913.3	3504677	0.8889	-
NC_000913.3	3504690	0.8333	+
NC_000913.3	3504691	1.0	-
NC_000913.3	3504713	1.0	+
NC_000913.3	3504714	1.0	-
NC_000913.3	3504720	0.8	+
NC_000913.3	3504721	1.0	-
NC_000913.3	3504726	1.0	+
NC_000913.3	3504727	1.0	-
NC_000913.3	3504739	0.8	+
NC_000913.3	3504740	1.0	-
NC_000913.3	3504741	1.0	+
NC_000913.3	3504742	1.0	-
NC_000913.3	3504748	1.0	+
NC_000913.3	3504749	0.8571	-
NC_000913.3	3504785	1.0	+
NC_000913.3	3504786	1.0	-
NC_000913.3	3504792	1.0	+
NC_000913.3	3504803	0.9412	+
NC_000913.3	3504804	1.0	-
NC_000913.3	3504812	1.0	+
NC_000913.3	3504813	1.0	-
NC_000913.3	3504818	0.2	+
NC_000913.3	3504819	1.0	-
NC_000913.3	3504821	0.125	+
NC_000913.3	3504822	1.0	-
NC_000913.3	3504830	1.0	+
NC_000913.3	3504831	0.8889	-
NC_000913.3	3504832	0.6364	+
NC_000913.3	3504833	0.8333	-
NC_000913.3	3504849	0.9444	+
NC_000913.3	3504850	0.9	-
NC_000913.3	3504853	1.0	+
NC_000913.3	3504854	1.0	-
NC_000913.3	3504887	1.0	+
NC_000913.3	3504888	0.8	-
NC_000913.3	3504896	1.0	+
NC_000913.3	3504897	1.0	-
NC_000913.3	3504905	1.0	+
NC_000913.3	3504920	0.9375	+
NC_000913.3	3504921	1.0	-
NC_000913.3	3504957	1.0	+
NC_000913.3	3504958	1.0	-
NC_000913.3	3504966	1.0	+
NC_000913.3	3504967	0.8889	-
NC_000913.3	3504974	1.0	+
NC_000913.3	3504975	1.0	-
NC_000913.3	3504985	0.8235	+
NC_000913.3	3504986	1.0	-
NC_000913.3	3504990	1.0	+
NC_000913.3	3504991	1.0	-
NC_000913.3	3504995	1.0	+
NC_000913.3	3504996	1.0	-
NC_000913.3	3505005	1.0	+
NC_000913.3	3505006	1.0	-
NC_000913.3	3505010	0.9444	+
NC_000913.3	3505011	0.8571	-
NC_000913.3	3505034	1.0	+
NC_000913.3	3505035	1.0	-
NC_000913.3	3505041	0.9375	+
NC_000913.3	3505042	1.0	-
NC_000913.3	3505046	1.0	+
NC_000913.3	3505047	1.0	-
NC_000913.3	3505051	1.0	+
NC_000913.3	3505052	1.0	-
NC_000913.3	3505059	0.9286	+
NC_000913.3	3505060	1.0	-
NC_000913.3	3505070	1.0	+
NC_000913.3	3505071	1.0	-
NC_000913.3	3505073	1.0	+
NC_000913.3	3505074	1.0	-
NC_000913.3	3505088	1.0	+
NC_000913.3	3505089	1.0	-
NC_000913.3	3505103	1.0	+
NC_000913.3	3505120	1.0	+
NC_000913.3	3505121	0.6667	-
NC_000913.3	3505122	1.0	+
NC_000913.3	3505123	0.8333	-
NC_000913.3	3505130	1.0	+
NC_000913.3	3505131	1.0	-
NC_000913.3	3505150	1.0	+
NC_000913.3	3505151	0.9	-
NC_000913.3	3505157	1.0	+
NC_000913.3	3505158	0.8889	-
NC_000913.3	3505171	1.0	+
NC_000913.3	3505172	1.0	-
NC_000913.3	3505187	1.0	+
NC_000913.3	3505188	1.0	-
NC_000913.3	3505193	0.6923	+
NC_000913.3	3505194	1.0	-
NC_000913.3	3505208	0.9412	+
NC_000913.3	3505209	0.8571	-
NC_000913.3	3505210	0.8824	+
NC_000913.3	3505211	1.0	-
NC_000913.3	3505223	1.0	+
NC_000913.3	3505224	1.0	-
NC_000913.3	3505229	0.9	+
NC_000913.3	3505230	1.0	-
NC_000913.3	3505237	1.0	+
NC_000913.3	3505238	1.0	-
NC_000913.3	3505257	1.0	+
NC_000913.3	3505258	1.0	-
NC_000913.3	3505280	0.8667	+
NC_000913.3	3505281	0.75	-
NC_000913.3	3505282	1.0	+
NC_000913.3	3505283	0.8182	-
NC_000913.3	3505295	0.9444	+
NC_000913.3	3505296	0.8571	-
NC_000913.3	3505311	0.4444	+
NC_000913.3	3505312	1.0	-
NC_000913.3	3505325	0.5714	+
NC_000913.3	3505326	0.7	-
NC_000913.3	3505333	0.95	+
NC_000913.3	3505334	1.0	-
NC_000913.3	3505351	0.9474	+
NC_000913.3	3505352	0.7143	-
NC_000913.3	3505354	0.9412	+
NC_000913.3	3505355	0.8333	-
NC_000913.3	3505364	1.0	+
NC_000913.3	3505365	1.0	-
NC_000913.3	3505369	0.9474	+
NC_000913.3	3505370	1.0	-
NC_000913.3	3505371	0.9412	+
NC_000913.3	3505372	1.0	-
NC_000913.3	3505377	0.95	+
NC_000913.3	3505378	1.0	-
NC_000913.3	3505396	1.0	+
NC_000913.3	3505397	0.9286	-
NC_000913.3	3505399	0.8947	+
NC_000913.3	3505400	1.0	-
NC_000913.3	3505451	0.8947	+
NC_000913.3	3505452	1.0	-
NC_000913.3	3505460	1.0	+
NC_000913.3	3505461	1.0	-
NC_000913.3	3505462	0.9167	+
NC_000913.3	3505463	1.0	-
NC_000913.3	3505465	0.8462	+
NC_000913.3	3505466	1.0	-
NC_000913.3	3505477	1.0	+
NC_000913.3	3505478	1.0	-
NC_000913.3	3505482	1.0	+
NC_000913.3	3505483	1.0	-
NC_000913.3	3505499	0.8333	+
NC_000913.3	3505500	1.0	-
NC_000913.3	3505513	1.0	+
NC_000913.3	3505514	1.0	-
NC_000913.3	3505520	0.75	+
NC_000913.3	3505521	1.0	-
NC_000913.3	3505535	0.8	+
NC_000913.3	3505536	1.0	-
NC_000913.3	3505537	0.6875	+
NC_000913.3	3505538	1.0	-
NC_000913.3	3505539	0.6429	+
NC_000913.3	3505540	1.0	-
NC_000913.3	3505544	0.9286	+
NC_000913.3	3505545	0.875	-
NC_000913.3	3505567	0.9286	+
NC_000913.3	3505568	0.9286	-
NC_000913.3	3505580	1.0	+
NC_000913.3	3505581	0.8	-
NC_000913.3	3505590	1.0	+
NC_000913.3	3505591	0.9167	-
NC_000913.3	3505592	0.8824	+
NC_000913.3	3505593	0.8667	-
NC_000913.3	3505607	1.0	+
NC_000913.3	3505608	0.8889	-
NC_000913.3	3505610	0.9412	+
NC_000913.3	3505611	0.9167	-
NC_000913.3	3505617	1.0	-
NC_000913.3	3505627	1.0	+
NC_000913.3	3505628	1.0	-
NC_000913.3	3505630	1.0	+
NC_000913.3	3505631	1.0	-
NC_000913.3	3505633	1.0	+
NC_000913.3	3505634	1.0	-
NC_000913.3	3505649	1.0	+
NC_000913.3	3505650	1.0	-
NC_000913.3	3505679	1.0	+
NC_000913.3	3505680	0.9231	-
NC_000913.3	3505708	1.0	-
NC_000913.3	3505712	0.9565	+
NC_000913.3	3505713	1.0	-
NC_000913.3	3505715	1.0	+
NC_000913.3	3505716	1.0	-
NC_000913.3	3505727	0.9091	+
NC_000913.3	3505728	1.0	-
NC_000913.3	3505729	0.9091	+
NC_000913.3	3505730	1.0	-
NC_000913.3	3505746	1.0	+
NC_000913.3	3505747	0.8333	-
NC_000913.3	3505754	1.0	+
NC_000913.3	3505755	0.8889	-
NC_000913.3	3505769	0.9412	+
NC_000913.3	3505770	1.0	-
NC_000913.3	3505777	0.7143	+
NC_000913.3	3505778	0.9333	-
NC_000913.3	3505780	0.8824	+
NC_000913.3	3505781	1.0	-
NC_000913.3	3505782	0.9412	+
NC_000913.3	3505783	1.0	-
NC_000913.3	3505787	0.8889	+
NC_000913.3	3505788	1.0	-
NC_000913.3	3505789	0.8571	+
NC_000913.3	3505790	0.9444	-
NC_000913.3	3505799	0.3	+
NC_000913.3	3505800	0.9286	-
NC_000913.3	3505801	0.5556	+
NC_000913.3	3505802	1.0	-
NC_000913.3	3505814	0.9091	+
NC_000913.3	3505815	0.6667	-
NC_000913.3	3505817	0.9	+
NC_000913.3	3505818	0.7778	-
NC_000913.3	3505828	0.8421	+
NC_000913.3	3505829	0.9091	-
NC_000913.3	3505860	0.9375	+
NC_000913.3	3505861	1.0	-
NC_000913.3	3505870	0.8824	+
NC_000913.3	3505871	0.7778	-
NC_000913.3	3505872	0.9375	+
NC_000913.3	3505873	0.9286	-
NC_000913.3	3505874	1.0	+
NC_000913.3	3505875	0.9231	-
NC_000913.3	3505892	1.0	+
NC_000913.3	3505893	1.0	-
NC_000913.3	3505909	0.9091	+
NC_000913.3	3505910	1.0	-
NC_000913.3	3505924	0.9444	+
NC_000913.3	3505925	1.0	-
NC_000913.3	3505930	0.95	+
NC_000913.3	3505931	0.3333	-
NC_000913.3	3505941	1.0	+
NC_000913.3	3505942	1.0	-
NC_000913.3	3505961	0.9412	+
NC_000913.3	3505962	1.0	-
NC_000913.3	3505979	0.8125	+
NC_000913.3	3505980	0.9412	-
NC_000913.3	3505991	0.625	+
NC_000913.3	3505992	1.0	-
NC_000913.3	3506012	1.0	+
NC_000913.3	3506013	1.0	-
NC_000913.3	3506038	0.9474	+
NC_000913.3	3506043	1.0	+
NC_000913.3	3506044	1.0	-
NC_000913.3	3506082	1.0	+
NC_000913.3	3506083	1.0	-
NC_000913.3	3506100	1.0	+
NC_000913.3	3506101	1.0	-
NC_000913.3	3506104	1.0	+
NC_000913.3	3506105	1.0	-
NC_000913.3	3506110	0.8235	+
NC_000913.3	3506111	0.8182	-
NC_000913.3	3506125	1.0	+
NC_000913.3	3506126	1.0	-
NC_000913.3	3506129	1.0	+
NC_000913.3	3506130	1.0	-
NC_000913.3	3506142	1.0	+
NC_000913.3	3506143	0.8333	-
NC_000913.3	3506164	1.0	+
NC_000913.3	3506165	1.0	-
NC_000913.3	3506166	1.0	+
NC_000913.3	3506167	1.0	-
NC_000913.3	3506179	1.0	-
NC_000913.3	3506188	1.0	+
NC_000913.3	3506189	0.8333	-
NC_000913.3	3506205	0.9375	+
NC_000913.3	3506206	1.0	-
NC_000913.3	3506212	1.0	+
NC_000913.3	3506213	1.0	-
NC_000913.3	3506217	1.0	+
NC_000913.3	3506218	1.0	-
NC_000913.3	3506227	0.8889	+
NC_000913.3	3506228	0.9333	-
NC_000913.3	3506253	1.0	+
NC_000913.3	3506254	1.0	-
NC_000913.3	3506258	0.875	+
NC_000913.3	3506259	1.0	-
NC_000913.3	3506269	1.0	+
NC_000913.3	3506270	1.0	-
NC_000913.3	3506272	1.0	+
NC_000913.3	3506273	0.9444	-
NC_000913.3	3506279	1.0	+
NC_000913.3	3506280	1.0	-
NC_000913.3	3506284	1.0	+
NC_000913.3	3506285	1.0	-
NC_000913.3	3506287	1.0	+
NC_000913.3	3506288	1.0	-
NC_000913.3	3506294	1.0	+
NC_000913.3	3506295	1.0	-
NC_000913.3	3506310	1.0	+
NC_000913.3	3506311	1.0	-
NC_000913.3	3506314	1.0	+
NC_000913.3	3506315	1.0	-
NC_000913.3	3506318	0.9524	+
NC_000913.3	3506319	1.0	-
NC_000913.3	3506335	1.0	+
NC_000913.3	3506336	0.9375	-
NC_000913.3	3506338	1.0	+
NC_000913.3	3506339	1.0	-
NC_000913.3	3506352	1.0	+
NC_000913.3	3506353	0.8235	-
NC_000913.3	3506362	0.8571	+
NC_000913.3	3506363	1.0	-
NC_000913.3	3506374	1.0	+
NC_000913.3	3506380	0.9444	+
NC_000913.3	3506381	1.0	-
NC_000913.3	3506383	1.0	+
NC_000913.3	3506384	0.9444	-
NC_000913.3	3506398	1.0	+
NC_000913.3	3506399	0.9286	-
NC_000913.3	3506419	0.8571	+
NC_000913.3	3506420	1.0	-
NC_000913.3	3506438	1.0	-
NC_000913.3	3506446	0.9167	+
NC_000913.3	3506447	1.0	-
NC_000913.3	3506448	0.9	+
NC_000913.3	3506449	1.0	-
NC_000913.3	3506464	1.0	+
NC_000913.3	3506465	0.9231	-
NC_000913.3	3506481	0.9	+
NC_000913.3	3506482	0.9412	-
NC_000913.3	3506483	0.7273	+
NC_000913.3	3506484	1.0	-
NC_000913.3	3506503	1.0	+
NC_000913.3	3506504	1.0	-
NC_000913.3	3506518	0.6667	+
NC_000913.3	3506519	1.0	-
NC_000913.3	3506524	1.0	+
NC_000913.3	3506525	1.0	-
NC_000913.3	3506533	1.0	+
NC_000913.3	3506534	1.0	-
NC_000913.3	3506536	1.0	+
NC_000913.3	3506537	1.0	-
NC_000913.3	3506541	1.0	+
NC_000913.3	3506542	1.0	-
NC_000913.3	3506547	1.0	+
NC_000913.3	3506548	0.8333	-
NC_000913.3	3506575	1.0	+
NC_000913.3	3506576	0.5	-
NC_000913.3	3506613	0.9231	+
NC_000913.3	3506614	1.0	-
NC_000913.3	3506616	0.875	+
NC_000913.3	3506617	1.0	-
NC_000913.3	3506634	1.0	+
NC_000913.3	3506635	1.0	-
NC_000913.3	3506640	1.0	+
NC_000913.3	3506641	0.9231	-
NC_000913.3	3506667	1.0	-
NC_000913.3	3506671	0.8235	+
NC_000913.3	3506672	0.6364	-
NC_000913.3	3506675	0.7333	+
NC_000913.3	3506676	0.6875	-
NC_000913.3	3506689	0.9444	+
NC_000913.3	3506690	1.0	-
NC_000913.3	3506697	0.625	+
NC_000913.3	3506698	1.0	-
NC_000913.3	3506723	0.9	+
NC_000913.3	3506724	1.0	-
NC_000913.3	3506729	0.8235	+
NC_000913.3	3506730	0.9286	-
NC_000913.3	3506736	1.0	+
NC_000913.3	3506737	1.0	-
NC_000913.3	3506746	1.0	+
NC_000913.3	3506747	1.0	-
NC_000913.3	3506748	1.0	+
NC_000913.3	3506749	1.0	-
NC_000913.3	3506784	0.9474	+
NC_000913.3	3506785	1.0	-
NC_000913.3	3506816	0.8421	+
NC_000913.3	3506817	1.0	-
NC_000913.3	3506820	0.8	+
NC_000913.3	3506821	1.0	-
NC_000913.3	3506831	1.0	+
NC_000913.3	3506850	0.9231	+
NC_000913.3	3506851	0.9286	-
NC_000913.3	3506853	0.9	+
NC_000913.3	3506854	0.9375	-
NC_000913.3	3506856	0.875	+
NC_000913.3	3506857	1.0	-
NC_000913.3	3506893	1.0	+
NC_000913.3	3506894	0.7143	-
NC_000913.3	3506902	1.0	+
NC_000913.3	3506903	1.0	-
NC_000913.3	3506929	1.0	+
NC_000913.3	3506930	1.0	-
NC_000913.3	3506932	0.9231	+
NC_000913.3	3506933	1.0	-
NC_000913.3	3506968	1.0	+
NC_000913.3	3506969	1.0	-
NC_000913.3	3506974	0.8333	+
NC_000913.3	3506975	1.0	-
NC_000913.3	3506976	0.7333	+
NC_000913.3	3506977	1.0	-
NC_000913.3	3507021	1.0	+
NC_000913.3	3507022	1.0	-
NC_000913.3	3507033	0.9375	+
NC_000913.3	3507034	1.0	-
NC_000913.3	3507046	1.0	+
NC_000913.3	3507047	1.0	-
NC_000913.3	3507064	1.0	+
NC_000913.3	3507065	1.0	-
NC_000913.3	3507072	1.0	+
NC_000913.3	3507073	0.8	-
NC_000913.3	3507075	1.0	+
NC_000913.3	3507076	1.0	-
NC_000913.3	3507084	1.0	+
NC_000913.3	3507085	0.9	-
NC_000913.3	3507108	0.9286	+
NC_000913.3	3507109	1.0	-
NC_000913.3	3507121	1.0	-
NC_000913.3	3507148	1.0	+
NC_000913.3	3507149	1.0	-
NC_000913.3	3507180	0.8889	+
NC_000913.3	3507181	1.0	-
NC_000913.3	3507190	1.0	+
NC_000913.3	3507191	1.0	-
NC_000913.3	3507195	1.0	+
NC_000913.3	3507196	1.0	-
NC_000913.3	3507197	1.0	+
NC_000913.3	3507198	1.0	-
NC_000913.3	3507200	1.0	+
NC_000913.3	3507201	1.0	-
NC_000913.3	3507226	0.9167	+
NC_000913.3	3507227	0.5	-
NC_000913.3	3507235	1.0	+
NC_000913.3	3507236	1.0	-
NC_000913.3	3507239	1.0	+
NC_000913.3	3507240	1.0	-
NC_000913.3	3507246	1.0	+
NC_000913.3	3507247	1.0	-
NC_000913.3	3507262	0.9474	+
NC_000913.3	3507263	0.9	-
NC_000913.3	3507265	0.95	+
NC_000913.3	3507266	1.0	-
NC_000913.3	3507269	1.0	+
NC_000913.3	3507270	1.0	-
NC_000913.3	3507274	0.9474	+
NC_000913.3	3507275	0.8462	-
NC_000913.3	3507283	0.9231	+
NC_000913.3	3507284	1.0	-
NC_000913.3	3507296	0.9286	-
NC_000913.3	3507304	1.0	+
NC_000913.3	3507305	1.0	-
NC_000913.3	3507312	0.5	+
NC_000913.3	3507313	1.0	-
NC_000913.3	3507340	1.0	+
NC_000913.3	3507341	1.0	-
NC_000913.3	3507372	1.0	+
NC_000913.3	3507378	0.9412	+
NC_000913.3	3507379	1.0	-
NC_000913.3	3507380	0.9333	+
NC_000913.3	3507381	1.0	-
NC_000913.3	3507386	1.0	+
NC_000913.3	3507387	1.0	-
NC_000913.3	3507389	1.0	+
NC_000913.3	3507390	1.0	-
NC_000913.3	3507398	0.7778	+
NC_000913.3	3507411	1.0	+
NC_000913.3	3507412	1.0	-
NC_000913.3	3507428	1.0	+
NC_000913.3	3507429	1.0	-
NC_000913.3	3507440	1.0	+
NC_000913.3	3507441	1.0	-
NC_000913.3	3507449	1.0	+
NC_000913.3	3507450	1.0	-
NC_000913.3	3507456	1.0	+
NC_000913.3	3507457	1.0	-
NC_000913.3	3507507	1.0	+
NC_000913.3	3507508	1.0	-
NC_000913.3	3507509	1.0	+
NC_000913.3	3507510	1.0	-
NC_000913.3	3507519	1.0	+
NC_000913.3	3507520	1.0	-
NC_000913.3	3507528	0.6923	+
NC_000913.3	3507529	1.0	-
NC_000913.3	3507530	0.7692	+
NC_000913.3	3507531	1.0	-
NC_000913.3	3507534	0.4	+
NC_000913.3	3507535	0.9167	-
NC_000913.3	3507539	1.0	+
NC_000913.3	3507540	1.0	-
NC_000913.3	3507549	0.8571	+
NC_000913.3	3507550	1.0	-
NC_000913.3	3507551	1.0	+
NC_000913.3	3507552	1.0	-
NC_000913.3	3507554	1.0	+
NC_000913.3	3507555	1.0	-
NC_000913.3	3507575	1.0	+
NC_000913.3	3507594	1.0	+
NC_000913.3	3507595	1.0	-
NC_000913.3	3507605	1.0	+
NC_000913.3	3507606	1.0	-
NC_000913.3	3507639	1.0	+
NC_000913.3	3507640	1.0	-
NC_000913.3	3507642	1.0	+
NC_000913.3	3507643	1.0	-
NC_000913.3	3507670	1.0	+
NC_000913.3	3507671	1.0	-
NC_000913.3	3507686	1.0	+
NC_000913.3	3507687	1.0	-
NC_000913.3	3507740	1.0	+
NC_000913.3	3507741	1.0	-
NC_000913.3	3507759	1.0	+
NC_000913.3	3507760	1.0	-
NC_000913.3	3507782	1.0	+
NC_000913.3	3507783	1.0	-
NC_000913.3	3507790	1.0	+
NC_000913.3	3507791	1.0	-
NC_000913.3	3507831	1.0	+
NC_000913.3	3507832	1.0	-
NC_000913.3	3507851	1.0	+
NC_000913.3	3507852	1.0	-
NC_000913.3	3507854	0.9091	+
NC_000913.3	3507855	0.9167	-
NC_000913.3	3507856	0.9167	+
NC_000913.3	3507857	0.75	-
NC_000913.3	3507868	1.0	+
NC_000913.3	3507869	1.0	-
NC_000913.3	3507879	1.0	+
NC_000913.3	3507880	1.0	-
NC_000913.3	3507881	0.9	+
NC_000913.3	3507882	1.0	-
NC_000913.3	3507896	1.0	+
