Chr	Pos_start	Pos_end	Coverage	Methylation	Strand
NC_000913.3	3511395	3511396	4	100	-
NC_000913.3	3511435	3511436	6	100	+
NC_000913.3	3511436	3511437	5	60	-
NC_000913.3	3511447	3511448	6	100	+
NC_000913.3	3511448	3511449	3	100	-
NC_000913.3	3511472	3511473	6	83.3	+
NC_000913.3	3511473	3511474	3	100	-
NC_000913.3	3511485	3511486	6	66.7	+
NC_000913.3	3511486	3511487	4	75	-
NC_000913.3	3511494	3511495	6	100	+
NC_000913.3	3511495	3511496	4	100	-
NC_000913.3	3511509	3511510	5	100	+
NC_000913.3	3511510	3511511	3	100	-
NC_000913.3	3511514	3511515	5	80	+
NC_000913.3	3511515	3511516	3	100	-
NC_000913.3	3511542	3511543	6	100	+
NC_000913.3	3511543	3511544	3	100	-
NC_000913.3	3511547	3511548	5	100	+
NC_000913.3	3511548	3511549	3	66.7	-
NC_000913.3	3511549	3511550	6	100	+
NC_000913.3	3511550	3511551	3	66.7	-
NC_000913.3	3511560	3511561	6	83.3	+
NC_000913.3	3511561	3511562	4	100	-
NC_000913.3	3511566	3511567	6	100	+
NC_000913.3	3511567	3511568	4	100	-
NC_000913.3	3511583	3511584	4	100	+
NC_000913.3	3511584	3511585	3	100	-
NC_000913.3	3511585	3511586	4	100	+
NC_000913.3	3511586	3511587	4	75	-
NC_000913.3	3511590	3511591	5	100	+
NC_000913.3	3511591	3511592	4	100	-
NC_000913.3	3511600	3511601	5	100	+
NC_000913.3	3511601	3511602	4	75	-
NC_000913.3	3511603	3511604	5	100	+
NC_000913.3	3511604	3511605	4	100	-
NC_000913.3	3511606	3511607	4	100	+
NC_000913.3	3511607	3511608	4	100	-
NC_000913.3	3511632	3511633	4	75	+
NC_000913.3	3511633	3511634	3	66.7	-
NC_000913.3	3511639	3511640	5	100	+
NC_000913.3	3511640	3511641	4	100	-
NC_000913.3	3511647	3511648	4	100	+
NC_000913.3	3511648	3511649	4	100	-
NC_000913.3	3511660	3511661	4	100	+
NC_000913.3	3511661	3511662	4	100	-
NC_000913.3	3511665	3511666	5	100	+
NC_000913.3	3511666	3511667	4	100	-
NC_000913.3	3511671	3511672	5	100	+
NC_000913.3	3511672	3511673	4	100	-
NC_000913.3	3511685	3511686	5	80	+
NC_000913.3	3511686	3511687	3	100	-
NC_000913.3	3511698	3511699	4	75	+
NC_000913.3	3511699	3511700	4	100	-
NC_000913.3	3511713	3511714	5	100	+
NC_000913.3	3511714	3511715	4	100	-
NC_000913.3	3511718	3511719	4	100	+
NC_000913.3	3511719	3511720	3	66.7	-
NC_000913.3	3511734	3511735	4	100	+
NC_000913.3	3511735	3511736	3	100	-
NC_000913.3	3511749	3511750	5	100	+
NC_000913.3	3511750	3511751	3	100	-
NC_000913.3	3511768	3511769	5	100	+
NC_000913.3	3511769	3511770	4	100	-
NC_000913.3	3511771	3511772	5	100	+
NC_000913.3	3511772	3511773	3	100	-
NC_000913.3	3511775	3511776	4	75	+
NC_000913.3	3511776	3511777	4	100	-
NC_000913.3	3511791	3511792	5	80	+
NC_000913.3	3511792	3511793	4	100	-
NC_000913.3	3511793	3511794	3	100	+
NC_000913.3	3511794	3511795	4	100	-
NC_000913.3	3511800	3511801	5	80	+
NC_000913.3	3511801	3511802	3	100	-
NC_000913.3	3511806	3511807	5	100	+
NC_000913.3	3511807	3511808	3	100	-
NC_000913.3	3511812	3511813	4	100	+
NC_000913.3	3511813	3511814	4	75	-
NC_000913.3	3511820	3511821	5	60	+
NC_000913.3	3511821	3511822	4	100	-
NC_000913.3	3511839	3511840	4	100	+
NC_000913.3	3511840	3511841	4	100	-
NC_000913.3	3511845	3511846	5	80	+
NC_000913.3	3511846	3511847	4	100	-
NC_000913.3	3511855	3511856	5	100	+
NC_000913.3	3511856	3511857	4	100	-
NC_000913.3	3511870	3511871	4	100	+
NC_000913.3	3511871	3511872	4	100	-
NC_000913.3	3511872	3511873	4	100	+
NC_000913.3	3511873	3511874	4	100	-
NC_000913.3	3511891	3511892	5	100	+
NC_000913.3	3511892	3511893	4	75	-
NC_000913.3	3511906	3511907	5	100	+
NC_000913.3	3511907	3511908	4	100	-
NC_000913.3	3511909	3511910	5	100	+
NC_000913.3	3511910	3511911	3	100	-
NC_000913.3	3511916	3511917	5	80	+
NC_000913.3	3511917	3511918	2	100	-
NC_000913.3	3511918	3511919	3	100	+
NC_000913.3	3511919	3511920	3	100	-
NC_000913.3	3511927	3511928	4	75	+
NC_000913.3	3511928	3511929	4	100	-
NC_000913.3	3511941	3511942	5	80	+
NC_000913.3	3511942	3511943	2	100	-
NC_000913.3	3511962	3511963	5	100	+
NC_000913.3	3511963	3511964	4	100	-
NC_000913.3	3511964	3511965	5	100	+
NC_000913.3	3511965	3511966	4	100	-
NC_000913.3	3511972	3511973	5	100	+
NC_000913.3	3511973	3511974	4	100	-
NC_000913.3	3511974	3511975	4	100	+
NC_000913.3	3511975	3511976	4	100	-
NC_000913.3	3511979	3511980	5	100	+
NC_000913.3	3511980	3511981	4	100	-
NC_000913.3	3511987	3511988	4	100	+
NC_000913.3	3511988	3511989	4	100	-
NC_000913.3	3512028	3512029	5	80	+
NC_000913.3	3512029	3512030	3	100	-
NC_000913.3	3512032	3512033	4	75	+
NC_000913.3	3512033	3512034	4	100	-
NC_000913.3	3512043	3512044	4	100	+
NC_000913.3	3512044	3512045	3	66.7	-
NC_000913.3	3512051	3512052	3	100	+
NC_000913.3	3512052	3512053	4	50	-
NC_000913.3	3512082	3512083	4	100	+
NC_000913.3	3512083	3512084	4	100	-
NC_000913.3	3512127	3512128	4	100	+
NC_000913.3	3512128	3512129	2	100	-
NC_000913.3	3512147	3512148	4	100	+
NC_000913.3	3512148	3512149	2	100	-
NC_000913.3	3512153	3512154	4	100	+
NC_000913.3	3512154	3512155	3	66.7	-
NC_000913.3	3512156	3512157	4	100	+
NC_000913.3	3512157	3512158	3	66.7	-
NC_000913.3	3512165	3512166	4	100	+
NC_000913.3	3512166	3512167	2	100	-
NC_000913.3	3512170	3512171	3	66.7	+
NC_000913.3	3512171	3512172	3	66.7	-
NC_000913.3	3512175	3512176	4	100	+
NC_000913.3	3512176	3512177	3	100	-
NC_000913.3	3512188	3512189	4	100	+
NC_000913.3	3512189	3512190	3	33.3	-
NC_000913.3	3512197	3512198	2	100	+
NC_000913.3	3512198	3512199	3	100	-
NC_000913.3	3512199	3512200	4	100	+
NC_000913.3	3512200	3512201	3	100	-
NC_000913.3	3512206	3512207	4	100	+
NC_000913.3	3512207	3512208	3	100	-
NC_000913.3	3512217	3512218	3	100	+
NC_000913.3	3512218	3512219	2	100	-
NC_000913.3	3512225	3512226	4	75	+
NC_000913.3	3512226	3512227	3	100	-
NC_000913.3	3512261	3512262	4	75	+
NC_000913.3	3512262	3512263	3	100	-
NC_000913.3	3512268	3512269	3	100	+
NC_000913.3	3512269	3512270	3	100	-
NC_000913.3	3512291	3512292	3	100	+
NC_000913.3	3512292	3512293	3	100	-
NC_000913.3	3512299	3512300	3	100	+
NC_000913.3	3512300	3512301	2	100	-
NC_000913.3	3512302	3512303	3	100	+
NC_000913.3	3512303	3512304	2	100	-
NC_000913.3	3512310	3512311	3	100	+
NC_000913.3	3512311	3512312	3	100	-
NC_000913.3	3512313	3512314	4	100	+
NC_000913.3	3512314	3512315	3	100	-
NC_000913.3	3512332	3512333	4	100	+
NC_000913.3	3512333	3512334	3	66.7	-
NC_000913.3	3512336	3512337	4	100	+
NC_000913.3	3512337	3512338	3	100	-
NC_000913.3	3512339	3512340	4	100	+
NC_000913.3	3512340	3512341	3	100	-
NC_000913.3	3512397	3512398	4	75	+
NC_000913.3	3512398	3512399	3	100	-
NC_000913.3	3512405	3512406	2	50	+
NC_000913.3	3512406	3512407	3	100	-
NC_000913.3	3512418	3512419	4	75	+
NC_000913.3	3512419	3512420	2	100	-
NC_000913.3	3512421	3512422	4	75	+
NC_000913.3	3512422	3512423	3	33.3	-
NC_000913.3	3512441	3512442	3	100	+
NC_000913.3	3512442	3512443	3	100	-
NC_000913.3	3512470	3512471	3	100	+
NC_000913.3	3512471	3512472	3	100	-
NC_000913.3	3512480	3512481	2	100	+
NC_000913.3	3512481	3512482	3	100	-
NC_000913.3	3512518	3512519	2	100	+
NC_000913.3	3512519	3512520	3	100	-
NC_000913.3	3512523	3512524	2	100	+
NC_000913.3	3512524	3512525	2	100	-
NC_000913.3	3512572	3512573	2	100	+
NC_000913.3	3512573	3512574	3	100	-
NC_000913.3	3512581	3512582	2	100	+
NC_000913.3	3512582	3512583	2	50	-
NC_000913.3	3512587	3512588	2	50	+
NC_000913.3	3512588	3512589	3	100	-
NC_000913.3	3512590	3512591	1	100	+
NC_000913.3	3512591	3512592	3	100	-
NC_000913.3	3512596	3512597	2	100	+
NC_000913.3	3512597	3512598	3	100	-
NC_000913.3	3512610	3512611	2	100	+
NC_000913.3	3512611	3512612	3	100	-
NC_000913.3	3512636	3512637	2	100	+
NC_000913.3	3512637	3512638	2	100	-
NC_000913.3	3512642	3512643	2	100	+
NC_000913.3	3512643	3512644	2	100	-
NC_000913.3	3512657	3512658	2	50	+
NC_000913.3	3512658	3512659	3	66.7	-
NC_000913.3	3512662	3512663	2	100	+
NC_000913.3	3512663	3512664	1	100	-
NC_000913.3	3512669	3512670	2	100	+
NC_000913.3	3512670	3512671	3	66.7	-
NC_000913.3	3512678	3512679	1	100	+
NC_000913.3	3512679	3512680	1	100	-
NC_000913.3	3512682	3512683	2	100	+
NC_000913.3	3512683	3512684	2	100	-
NC_000913.3	3512689	3512690	1	100	+
NC_000913.3	3512690	3512691	2	100	-
NC_000913.3	3512693	3512694	2	100	+
NC_000913.3	3512694	3512695	2	100	-
NC_000913.3	3512695	3512696	2	100	+
NC_000913.3	3512696	3512697	3	66.7	-
NC_000913.3	3512708	3512709	2	100	+
NC_000913.3	3512709	3512710	3	100	-
NC_000913.3	3512710	3512711	2	100	+
NC_000913.3	3512711	3512712	3	100	-
NC_000913.3	3512746	3512747	2	100	+
NC_000913.3	3512747	3512748	2	50	-
NC_000913.3	3512751	3512752	2	100	+
NC_000913.3	3512752	3512753	1	0	-
NC_000913.3	3512757	3512758	2	100	+
NC_000913.3	3512758	3512759	3	100	-
NC_000913.3	3512766	3512767	2	100	+
NC_000913.3	3512767	3512768	3	66.7	-
NC_000913.3	3512791	3512792	2	100	+
NC_000913.3	3512792	3512793	3	100	-
NC_000913.3	3512797	3512798	2	100	+
NC_000913.3	3512798	3512799	3	100	-
NC_000913.3	3512842	3512843	2	100	+
NC_000913.3	3512843	3512844	3	100	-
NC_000913.3	3512876	3512877	2	100	+
NC_000913.3	3512877	3512878	2	100	-
NC_000913.3	3512882	3512883	2	100	+
NC_000913.3	3512883	3512884	2	100	-
NC_000913.3	3512911	3512912	2	100	+
NC_000913.3	3512912	3512913	3	100	-
NC_000913.3	3512915	3512916	2	100	+
NC_000913.3	3512916	3512917	3	100	-
NC_000913.3	3512932	3512933	2	100	+
NC_000913.3	3512933	3512934	3	100	-
NC_000913.3	3512937	3512938	2	50	+
NC_000913.3	3512938	3512939	3	66.7	-
NC_000913.3	3512945	3512946	2	100	+
NC_000913.3	3512946	3512947	3	100	-
NC_000913.3	3512948	3512949	2	100	+
NC_000913.3	3512949	3512950	3	100	-
NC_000913.3	3512953	3512954	2	100	+
NC_000913.3	3512954	3512955	3	100	-
NC_000913.3	3512956	3512957	2	100	+
NC_000913.3	3512957	3512958	3	66.7	-
NC_000913.3	3512969	3512970	2	100	+
NC_000913.3	3512970	3512971	3	100	-
NC_000913.3	3512973	3512974	2	100	+
NC_000913.3	3512974	3512975	3	100	-
NC_000913.3	3512993	3512994	2	100	+
NC_000913.3	3512994	3512995	3	100	-
NC_000913.3	3512999	3513000	2	100	+
NC_000913.3	3513000	3513001	3	100	-
NC_000913.3	3513016	3513017	2	100	+
NC_000913.3	3513017	3513018	3	100	-
NC_000913.3	3513022	3513023	2	100	+
NC_000913.3	3513023	3513024	3	100	-
NC_000913.3	3513030	3513031	2	100	+
NC_000913.3	3513031	3513032	2	100	-
NC_000913.3	3513037	3513038	2	100	+
NC_000913.3	3513038	3513039	2	100	-
NC_000913.3	3513062	3513063	2	100	+
NC_000913.3	3513063	3513064	3	100	-
NC_000913.3	3513074	3513075	2	100	+
NC_000913.3	3513075	3513076	3	100	-
NC_000913.3	3513082	3513083	2	50	+
NC_000913.3	3513083	3513084	3	100	-
NC_000913.3	3513084	3513085	2	100	+
NC_000913.3	3513085	3513086	3	100	-
NC_000913.3	3513086	3513087	2	100	+
NC_000913.3	3513087	3513088	3	100	-
NC_000913.3	3513088	3513089	2	100	+
NC_000913.3	3513089	3513090	3	100	-
NC_000913.3	3513098	3513099	2	100	+
NC_000913.3	3513099	3513100	3	100	-
NC_000913.3	3513107	3513108	2	100	+
NC_000913.3	3513108	3513109	2	100	-
NC_000913.3	3513113	3513114	2	100	+
NC_000913.3	3513114	3513115	2	100	-
NC_000913.3	3513130	3513131	2	100	+
NC_000913.3	3513131	3513132	2	100	-
NC_000913.3	3513140	3513141	2	100	+
NC_000913.3	3513141	3513142	1	100	-
NC_000913.3	3513142	3513143	2	100	+
NC_000913.3	3513143	3513144	1	100	-
NC_000913.3	3513150	3513151	2	100	+
NC_000913.3	3513151	3513152	2	100	-
NC_000913.3	3513163	3513164	2	100	+
NC_000913.3	3513164	3513165	2	100	-
NC_000913.3	3513165	3513166	2	100	+
NC_000913.3	3513166	3513167	2	100	-
NC_000913.3	3513175	3513176	2	100	+
NC_000913.3	3513176	3513177	2	100	-
NC_000913.3	3513203	3513204	2	100	+
NC_000913.3	3513204	3513205	2	100	-
NC_000913.3	3513236	3513237	1	100	+
NC_000913.3	3513237	3513238	2	100	-
NC_000913.3	3513251	3513252	2	50	+
NC_000913.3	3513252	3513253	1	100	-
NC_000913.3	3513271	3513272	1	100	+
NC_000913.3	3513272	3513273	1	100	-
NC_000913.3	3513283	3513284	2	100	+
NC_000913.3	3513284	3513285	2	100	-
NC_000913.3	3513291	3513292	1	100	+
NC_000913.3	3513292	3513293	2	50	-
NC_000913.3	3513293	3513294	2	100	+
NC_000913.3	3513294	3513295	1	100	-
NC_000913.3	3513314	3513315	1	100	+
NC_000913.3	3513315	3513316	2	50	-
NC_000913.3	3513321	3513322	1	100	+
NC_000913.3	3513322	3513323	2	100	-
NC_000913.3	3513331	3513332	1	100	+
NC_000913.3	3513332	3513333	2	100	-
NC_000913.3	3513334	3513335	1	100	+
NC_000913.3	3513335	3513336	2	100	-
NC_000913.3	3513380	3513381	1	100	+
NC_000913.3	3513381	3513382	1	100	-
NC_000913.3	3513385	3513386	1	100	+
NC_000913.3	3513386	3513387	1	100	-
NC_000913.3	3513421	3513422	1	100	+
NC_000913.3	3513422	3513423	2	50	-
NC_000913.3	3513449	3513450	1	100	+
NC_000913.3	3513450	3513451	1	100	-
NC_000913.3	3513458	3513459	1	100	+
NC_000913.3	3513459	3513460	2	100	-
NC_000913.3	3513461	3513462	1	100	+
NC_000913.3	3513462	3513463	1	100	-
NC_000913.3	3513468	3513469	1	100	+
NC_000913.3	3513469	3513470	2	100	-
NC_000913.3	3513489	3513490	1	100	+
NC_000913.3	3513490	3513491	2	100	-
NC_000913.3	3513493	3513494	1	100	+
NC_000913.3	3513494	3513495	2	100	-
NC_000913.3	3513500	3513501	1	100	+
NC_000913.3	3513501	3513502	2	100	-
NC_000913.3	3513502	3513503	1	100	+
NC_000913.3	3513503	3513504	2	50	-
NC_000913.3	3513514	3513515	1	100	+
NC_000913.3	3513515	3513516	1	100	-
NC_000913.3	3513561	3513562	1	100	+
NC_000913.3	3513562	3513563	2	50	-
NC_000913.3	3513566	3513567	1	100	+
NC_000913.3	3513567	3513568	2	100	-
NC_000913.3	3513610	3513611	1	100	+
NC_000913.3	3513611	3513612	2	100	-
NC_000913.3	3513622	3513623	1	100	+
NC_000913.3	3513623	3513624	1	100	-
NC_000913.3	3513642	3513643	1	100	+
NC_000913.3	3513643	3513644	2	100	-
NC_000913.3	3513656	3513657	1	100	+
NC_000913.3	3513657	3513658	2	100	-
NC_000913.3	3513663	3513664	1	100	+
NC_000913.3	3513664	3513665	1	100	-
NC_000913.3	3513677	3513678	1	100	+
NC_000913.3	3513678	3513679	2	100	-
NC_000913.3	3513728	3513729	1	100	+
NC_000913.3	3501824	3501825	9	100	-
NC_000913.3	3501827	3501828	9	100	+
NC_000913.3	3501828	3501829	8	87.5	-
NC_000913.3	3501840	3501841	6	100	+
NC_000913.3	3501841	3501842	9	100	-
NC_000913.3	3501861	3501862	8	100	+
NC_000913.3	3501862	3501863	9	100	-
NC_000913.3	3501892	3501893	9	100	+
NC_000913.3	3501893	3501894	8	100	-
NC_000913.3	3501905	3501906	9	100	+
NC_000913.3	3501906	3501907	9	100	-
NC_000913.3	3501913	3501914	9	77.8	+
NC_000913.3	3501914	3501915	8	87.5	-
NC_000913.3	3501919	3501920	8	75	+
NC_000913.3	3501920	3501921	8	100	-
NC_000913.3	3501924	3501925	9	100	+
NC_000913.3	3501925	3501926	9	88.9	-
NC_000913.3	3501928	3501929	8	100	+
NC_000913.3	3501929	3501930	9	100	-
NC_000913.3	3501955	3501956	7	100	+
NC_000913.3	3501956	3501957	9	100	-
NC_000913.3	3501976	3501977	9	66.7	+
NC_000913.3	3501977	3501978	9	100	-
NC_000913.3	3501980	3501981	9	77.8	+
NC_000913.3	3501981	3501982	9	100	-
NC_000913.3	3501986	3501987	9	100	+
NC_000913.3	3501987	3501988	7	100	-
NC_000913.3	3501998	3501999	9	88.9	+
NC_000913.3	3501999	3502000	9	100	-
NC_000913.3	3502008	3502009	8	87.5	+
NC_000913.3	3502009	3502010	8	100	-
NC_000913.3	3502018	3502019	9	88.9	+
NC_000913.3	3502019	3502020	7	85.7	-
NC_000913.3	3502031	3502032	8	100	+
NC_000913.3	3502032	3502033	9	100	-
NC_000913.3	3502036	3502037	9	88.9	+
NC_000913.3	3502037	3502038	9	100	-
NC_000913.3	3502040	3502041	9	88.9	+
NC_000913.3	3502041	3502042	9	88.9	-
NC_000913.3	3502045	3502046	8	100	+
NC_000913.3	3502046	3502047	7	85.7	-
NC_000913.3	3502061	3502062	7	71.4	+
NC_000913.3	3502062	3502063	8	100	-
NC_000913.3	3502077	3502078	8	87.5	+
NC_000913.3	3502078	3502079	8	100	-
NC_000913.3	3502088	3502089	8	87.5	+
NC_000913.3	3502089	3502090	9	88.9	-
NC_000913.3	3502092	3502093	6	33.3	+
NC_000913.3	3502093	3502094	9	100	-
NC_000913.3	3502094	3502095	5	100	+
NC_000913.3	3502095	3502096	8	100	-
NC_000913.3	3502116	3502117	7	100	+
NC_000913.3	3502117	3502118	9	100	-
NC_000913.3	3502127	3502128	8	100	+
NC_000913.3	3502128	3502129	9	100	-
NC_000913.3	3502133	3502134	8	100	+
NC_000913.3	3502134	3502135	8	100	-
NC_000913.3	3502139	3502140	9	88.9	+
NC_000913.3	3502140	3502141	8	87.5	-
NC_000913.3	3502145	3502146	6	83.3	+
NC_000913.3	3502146	3502147	9	88.9	-
NC_000913.3	3502148	3502149	9	77.8	+
NC_000913.3	3502149	3502150	9	88.9	-
NC_000913.3	3502156	3502157	8	62.5	+
NC_000913.3	3502157	3502158	8	100	-
NC_000913.3	3502171	3502172	9	100	+
NC_000913.3	3502172	3502173	8	87.5	-
NC_000913.3	3502183	3502184	10	90	+
NC_000913.3	3502184	3502185	7	85.7	-
NC_000913.3	3502196	3502197	11	100	+
NC_000913.3	3502197	3502198	8	62.5	-
NC_000913.3	3502249	3502250	12	91.7	+
NC_000913.3	3502250	3502251	9	100	-
NC_000913.3	3502257	3502258	12	83.3	+
NC_000913.3	3502258	3502259	9	100	-
NC_000913.3	3502260	3502261	12	83.3	+
NC_000913.3	3502261	3502262	8	100	-
NC_000913.3	3502268	3502269	11	100	+
NC_000913.3	3502269	3502270	8	100	-
NC_000913.3	3502299	3502300	9	100	+
NC_000913.3	3502300	3502301	6	100	-
NC_000913.3	3502304	3502305	10	80	+
NC_000913.3	3502305	3502306	9	88.9	-
NC_000913.3	3502310	3502311	10	80	+
NC_000913.3	3502311	3502312	9	88.9	-
NC_000913.3	3502315	3502316	11	81.8	+
NC_000913.3	3502316	3502317	8	100	-
NC_000913.3	3502323	3502324	12	33.3	+
NC_000913.3	3502324	3502325	7	100	-
NC_000913.3	3502337	3502338	10	100	+
NC_000913.3	3502338	3502339	9	88.9	-
NC_000913.3	3502362	3502363	12	91.7	+
NC_000913.3	3502363	3502364	9	100	-
NC_000913.3	3502372	3502373	12	83.3	+
NC_000913.3	3502373	3502374	9	100	-
NC_000913.3	3502389	3502390	14	92.9	+
NC_000913.3	3502390	3502391	9	77.8	-
NC_000913.3	3502396	3502397	14	92.9	+
NC_000913.3	3502397	3502398	8	100	-
NC_000913.3	3502407	3502408	10	80	+
NC_000913.3	3502408	3502409	8	100	-
NC_000913.3	3502419	3502420	11	63.6	+
NC_000913.3	3502420	3502421	6	100	-
NC_000913.3	3502422	3502423	13	46.2	+
NC_000913.3	3502423	3502424	9	100	-
NC_000913.3	3502428	3502429	12	83.3	+
NC_000913.3	3502429	3502430	9	100	-
NC_000913.3	3502440	3502441	14	92.9	+
NC_000913.3	3502441	3502442	8	75	-
NC_000913.3	3502444	3502445	13	92.3	+
NC_000913.3	3502445	3502446	9	77.8	-
NC_000913.3	3502448	3502449	9	66.7	+
NC_000913.3	3502449	3502450	7	100	-
NC_000913.3	3502452	3502453	10	90	+
NC_000913.3	3502453	3502454	7	100	-
NC_000913.3	3502454	3502455	11	81.8	+
NC_000913.3	3502455	3502456	5	60	-
NC_000913.3	3502458	3502459	12	66.7	+
NC_000913.3	3502459	3502460	8	87.5	-
NC_000913.3	3502460	3502461	8	100	+
NC_000913.3	3502461	3502462	6	83.3	-
NC_000913.3	3502463	3502464	13	76.9	+
NC_000913.3	3502464	3502465	9	88.9	-
NC_000913.3	3502475	3502476	9	88.9	+
NC_000913.3	3502476	3502477	9	66.7	-
NC_000913.3	3502479	3502480	13	84.6	+
NC_000913.3	3502480	3502481	7	100	-
NC_000913.3	3502499	3502500	13	100	+
NC_000913.3	3502500	3502501	9	100	-
NC_000913.3	3502505	3502506	14	85.7	+
NC_000913.3	3502506	3502507	9	100	-
NC_000913.3	3502511	3502512	12	83.3	+
NC_000913.3	3502512	3502513	9	88.9	-
NC_000913.3	3502523	3502524	13	100	+
NC_000913.3	3502524	3502525	7	71.4	-
NC_000913.3	3502530	3502531	14	100	+
NC_000913.3	3502531	3502532	9	100	-
NC_000913.3	3502538	3502539	12	83.3	+
NC_000913.3	3502539	3502540	8	100	-
NC_000913.3	3502551	3502552	13	100	+
NC_000913.3	3502552	3502553	9	100	-
NC_000913.3	3502559	3502560	15	93.3	+
NC_000913.3	3502560	3502561	9	88.9	-
NC_000913.3	3502578	3502579	15	93.3	+
NC_000913.3	3502579	3502580	8	87.5	-
NC_000913.3	3502591	3502592	13	84.6	+
NC_000913.3	3502592	3502593	9	77.8	-
NC_000913.3	3502594	3502595	14	71.4	+
NC_000913.3	3502595	3502596	6	100	-
NC_000913.3	3502596	3502597	8	87.5	+
NC_000913.3	3502597	3502598	8	87.5	-
NC_000913.3	3502605	3502606	15	86.7	+
NC_000913.3	3502606	3502607	9	88.9	-
NC_000913.3	3502622	3502623	15	93.3	+
NC_000913.3	3502623	3502624	8	100	-
NC_000913.3	3502647	3502648	13	30.8	+
NC_000913.3	3502648	3502649	9	100	-
NC_000913.3	3502649	3502650	10	70	+
NC_000913.3	3502650	3502651	7	100	-
NC_000913.3	3502658	3502659	14	92.9	+
NC_000913.3	3502659	3502660	9	88.9	-
NC_000913.3	3502668	3502669	12	91.7	+
NC_000913.3	3502669	3502670	9	100	-
NC_000913.3	3502670	3502671	13	69.2	+
NC_000913.3	3502671	3502672	9	100	-
NC_000913.3	3502677	3502678	12	83.3	+
NC_000913.3	3502678	3502679	9	100	-
NC_000913.3	3502679	3502680	11	81.8	+
NC_000913.3	3502680	3502681	9	100	-
NC_000913.3	3502691	3502692	15	93.3	+
NC_000913.3	3502692	3502693	8	100	-
NC_000913.3	3502714	3502715	14	85.7	+
NC_000913.3	3502715	3502716	8	87.5	-
NC_000913.3	3502734	3502735	15	100	+
NC_000913.3	3502735	3502736	8	100	-
NC_000913.3	3502749	3502750	12	91.7	+
NC_000913.3	3502750	3502751	6	83.3	-
NC_000913.3	3502751	3502752	16	100	+
NC_000913.3	3502752	3502753	8	87.5	-
NC_000913.3	3502761	3502762	15	66.7	+
NC_000913.3	3502762	3502763	9	100	-
NC_000913.3	3502779	3502780	16	75	+
NC_000913.3	3502780	3502781	8	62.5	-
NC_000913.3	3502784	3502785	15	93.3	+
NC_000913.3	3502785	3502786	9	100	-
NC_000913.3	3502790	3502791	12	91.7	+
NC_000913.3	3502791	3502792	8	100	-
NC_000913.3	3502793	3502794	15	93.3	+
NC_000913.3	3502794	3502795	9	77.8	-
NC_000913.3	3502802	3502803	13	92.3	+
NC_000913.3	3502803	3502804	9	100	-
NC_000913.3	3502806	3502807	14	92.9	+
NC_000913.3	3502807	3502808	8	87.5	-
NC_000913.3	3502809	3502810	14	85.7	+
NC_000913.3	3502810	3502811	8	100	-
NC_000913.3	3502838	3502839	14	92.9	+
NC_000913.3	3502839	3502840	8	100	-
NC_000913.3	3502844	3502845	16	100	+
NC_000913.3	3502845	3502846	8	100	-
NC_000913.3	3502856	3502857	15	86.7	+
NC_000913.3	3514861	3514862	1	0	-
NC_000913.3	3514863	3514864	1	100	+
NC_000913.3	3514864	3514865	1	100	-
NC_000913.3	3514872	3514873	1	100	+
NC_000913.3	3514873	3514874	1	100	-
NC_000913.3	3514889	3514890	1	100	+
NC_000913.3	3514890	3514891	1	100	-
NC_000913.3	3514918	3514919	1	100	+
NC_000913.3	3514919	3514920	1	100	-
NC_000913.3	3514950	3514951	1	100	+
NC_000913.3	3514951	3514952	1	100	-
NC_000913.3	3514962	3514963	1	100	+
NC_000913.3	3514963	3514964	0	0	-
NC_000913.3	3514971	3514972	1	100	+
NC_000913.3	3514972	3514973	0	0	-
NC_000913.3	3514992	3514993	1	100	+
NC_000913.3	3514993	3514994	1	100	-
NC_000913.3	3515009	3515010	1	100	+
NC_000913.3	3515010	3515011	0	0	-
NC_000913.3	3515023	3515024	1	100	+
NC_000913.3	3515024	3515025	1	100	-
NC_000913.3	3515060	3515061	1	100	+
NC_000913.3	3515061	3515062	1	100	-
NC_000913.3	3515085	3515086	1	100	+
NC_000913.3	3515086	3515087	1	100	-
NC_000913.3	3515087	3515088	1	100	+
NC_000913.3	3515088	3515089	0	0	-
NC_000913.3	3515096	3515097	1	100	+
NC_000913.3	3515097	3515098	1	100	-
NC_000913.3	3515126	3515127	1	100	+
NC_000913.3	3515127	3515128	1	100	-
NC_000913.3	3515140	3515141	1	100	+
NC_000913.3	3515141	3515142	0	0	-
NC_000913.3	3515147	3515148	1	100	+
NC_000913.3	3515148	3515149	1	0	-
NC_000913.3	3515150	3515151	1	100	+
NC_000913.3	3515151	3515152	0	0	-
NC_000913.3	3515167	3515168	1	100	+
NC_000913.3	3515168	3515169	1	0	-
NC_000913.3	3515170	3515171	1	100	+
NC_000913.3	3515171	3515172	0	0	-
NC_000913.3	3515180	3515181	1	100	+
NC_000913.3	3515181	3515182	1	100	-
NC_000913.3	3515195	3515196	1	100	+
NC_000913.3	3515196	3515197	1	100	-
NC_000913.3	3515197	3515198	1	100	+
NC_000913.3	3515198	3515199	1	0	-
NC_000913.3	3515213	3515214	1	0	-
NC_000913.3	3515215	3515216	1	0	-
NC_000913.3	3515224	3515225	1	100	-
NC_000913.3	3515229	3515230	1	100	-
NC_000913.3	3515258	3515259	1	100	-
NC_000913.3	3515274	3515275	1	100	-
NC_000913.3	3515277	3515278	1	100	-
