Chr	Pos	Strand	Log.like.ratio	Read_ID
NC_000913.3	3502752	+	-0.16	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3502762	+	-0.16	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3502780	+	2.46	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3502785	+	2.46	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3502791	+	2.46	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3502794	+	2.46	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3502803	+	2.46	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3502807	+	2.46	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3502810	+	2.46	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3502839	+	0.88	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3502845	+	0.88	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3502857	+	3.64	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3502860	+	3.64	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3502862	+	3.64	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3502879	+	-0.06	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3502888	+	-0.06	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3502890	+	-0.06	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3502893	+	-0.06	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3502905	+	-0.0	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3502911	+	-0.0	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3502927	+	1.07	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3502939	+	0.9	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3502949	+	0.9	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3502966	+	0.77	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3502972	+	0.77	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3502975	+	0.77	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3502984	+	0.77	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3502989	+	0.77	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503019	+	-2.11	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503024	+	-2.11	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503036	+	-0.56	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503038	+	-0.56	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503051	+	-0.38	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503073	+	-1.0	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503088	+	0.43	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503101	+	0.41	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503120	+	6.85	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503127	+	6.85	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503135	+	6.85	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503141	+	6.85	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503143	+	6.85	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503145	+	6.85	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503154	+	6.85	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503180	+	2.97	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503187	+	2.97	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503190	+	2.97	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503199	+	2.97	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503202	+	2.97	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503213	+	0.1	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503228	+	0.6	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503238	+	0.6	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503246	+	0.6	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503258	+	0.21	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503272	+	1.0	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503277	+	1.0	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503288	+	1.13	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503313	+	3.26	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503322	+	3.26	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503346	+	6.26	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503350	+	6.26	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503358	+	6.26	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503361	+	6.26	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503381	+	-2.58	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503388	+	-2.58	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503391	+	-2.58	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503397	+	-2.58	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503421	+	1.39	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503431	+	1.39	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503433	+	1.39	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503442	+	1.39	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503451	+	1.39	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503457	+	1.39	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503466	+	1.39	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503493	+	-0.14	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503504	+	0.55	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503523	+	-2.02	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503525	+	-2.02	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503543	+	-2.95	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503550	+	-2.95	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503568	+	-2.58	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503573	+	-2.58	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503586	+	4.62	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503592	+	4.62	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503601	+	4.62	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503618	+	5.18	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503639	+	1.33	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503646	+	1.33	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503664	+	7.76	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503669	+	7.76	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503679	+	7.76	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503684	+	7.76	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503689	+	7.76	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503705	+	-0.56	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503716	+	-0.42	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503721	+	-0.42	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503741	+	-0.29	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503754	+	0.41	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503775	+	2.73	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503777	+	2.73	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503788	+	0.14	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503804	+	6.42	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503810	+	6.42	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503817	+	6.42	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503832	+	0.21	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503840	+	0.21	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503850	+	0.21	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503862	+	-0.89	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503873	+	-1.2	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503888	+	13.78	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503894	+	13.78	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503900	+	13.78	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503909	+	13.78	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503912	+	13.78	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503916	+	13.78	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503918	+	13.78	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503921	+	13.78	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503940	+	0.01	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503959	+	-1.1	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503965	+	-1.1	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503979	+	5.76	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3503985	+	5.76	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504000	+	1.75	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504007	+	1.75	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504020	+	0.54	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504047	+	0.7	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504062	+	-1.88	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504067	+	-1.88	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504090	+	3.67	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504096	+	3.67	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504100	+	3.67	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504106	+	3.67	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504123	+	4.61	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504125	+	4.61	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504144	+	0.65	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504162	+	-3.34	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504168	+	-3.34	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504189	+	1.78	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504196	+	1.78	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504208	+	-1.31	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504222	+	1.85	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504237	+	0.51	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504240	+	0.51	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504250	+	0.51	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504297	+	3.7	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504324	+	1.35	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504333	+	1.35	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504350	+	-0.99	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504353	+	-0.99	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504369	+	7.16	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504379	+	7.16	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504387	+	7.16	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504390	+	7.16	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504392	+	7.16	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504395	+	7.16	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504402	+	7.16	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504420	+	3.17	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504429	+	3.17	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504448	+	0.33	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504462	+	1.27	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504473	+	2.54	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504500	+	2.36	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504506	+	2.36	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504508	+	2.36	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504534	+	0.38	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504537	+	0.38	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504571	+	-0.01	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504581	+	-0.01	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504583	+	-0.01	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504594	+	2.39	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504609	+	0.84	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504621	+	4.76	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504628	+	4.76	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504632	+	4.76	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504654	+	4.8	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504663	+	4.8	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504668	+	4.8	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504676	+	4.8	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504690	+	1.61	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504713	+	-1.82	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504720	+	-1.82	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504726	+	-1.82	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504739	+	1.74	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504741	+	1.74	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504748	+	1.74	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504785	+	0.49	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504792	+	0.49	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504803	+	2.65	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504812	+	2.65	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504818	+	2.65	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504821	+	2.65	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504830	+	2.65	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504832	+	2.65	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504849	+	-0.8	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504853	+	-0.8	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504887	+	-1.0	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504896	+	-1.0	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504905	+	-1.0	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504920	+	-0.4	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504957	+	1.13	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504966	+	1.13	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504974	+	1.13	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504985	+	-1.67	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504990	+	-1.67	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3504995	+	-1.67	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505005	+	-1.67	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505010	+	-1.67	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505034	+	0.25	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505041	+	0.25	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505046	+	0.25	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505051	+	0.25	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505059	+	0.25	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505070	+	5.29	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505073	+	5.29	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505088	+	-0.68	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505103	+	2.16	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505120	+	6.94	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505122	+	6.94	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505130	+	6.94	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505150	+	0.45	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505157	+	0.45	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505171	+	1.56	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505187	+	-0.1	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505193	+	-0.1	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505208	+	1.15	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505210	+	1.15	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505223	+	2.89	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505229	+	2.89	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505237	+	2.89	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505257	+	0.2	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505280	+	-0.21	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505282	+	-0.21	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505295	+	1.01	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505311	+	3.49	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505325	+	-1.01	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505333	+	-1.01	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505351	+	7.28	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505354	+	7.28	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505364	+	7.28	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505369	+	7.28	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505371	+	7.28	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505377	+	7.28	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505396	+	0.63	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505399	+	0.63	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505451	+	0.91	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505460	+	0.91	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505462	+	0.91	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505465	+	0.91	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505477	+	-0.18	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505482	+	-0.18	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505499	+	1.34	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505513	+	0.55	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505520	+	0.55	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505535	+	-1.25	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505537	+	-1.25	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505539	+	-1.25	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505544	+	-1.25	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505567	+	1.05	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505580	+	-1.64	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505590	+	-1.64	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505592	+	-1.64	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505607	+	6.14	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505610	+	6.14	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505616	+	6.14	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505627	+	0.7	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505630	+	0.7	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505633	+	0.7	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505649	+	0.57	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505679	+	-1.46	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505707	+	-0.07	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505712	+	-0.07	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505715	+	-0.07	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505727	+	-0.52	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505729	+	-0.52	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505746	+	-0.08	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505754	+	-0.08	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505769	+	17.83	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505777	+	17.83	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505780	+	17.83	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505782	+	17.83	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505787	+	17.83	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505789	+	17.83	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505799	+	17.83	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505801	+	17.83	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505814	+	1.72	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505817	+	1.72	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505828	+	-0.59	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505860	+	-1.39	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505870	+	-1.39	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505872	+	-1.39	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505874	+	-1.39	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505892	+	0.88	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505909	+	0.1	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505924	+	1.67	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505930	+	1.67	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505941	+	0.58	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505961	+	1.71	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505979	+	-1.3	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3505991	+	-0.04	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3506012	+	0.62	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3506038	+	2.06	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3506043	+	2.06	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3506082	+	1.25	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3506100	+	3.43	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3506104	+	3.43	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3506110	+	3.43	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3506125	+	0.39	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3506129	+	0.39	6d10228e-f974-45f9-a9f0-e2cda02f7028
NC_000913.3	3506142	+	-0.26	6d10228e-f974-45f9-a9f0-e2cda02f7028
